attack,persona_id,risk_tier,rank,top1,top3,score_true,top_candidate,target_k,condition
field_weighted,P0034,T2,2,0,1,1.7499999999999998,P0058,3,c5_linkguard_k3
field_weighted,P0036,T1,3,0,1,0.0,P0085,3,c5_linkguard_k3
field_weighted,P0037,T2,1,1,1,0.7,P0037,3,c5_linkguard_k3
field_weighted,P0038,T3,1,1,1,2.8,P0038,3,c5_linkguard_k3
field_weighted,P0039,T1,3,0,1,0.0,P0033,3,c5_linkguard_k3
field_weighted,P0041,T3,1,1,1,1.7499999999999998,P0041,3,c5_linkguard_k3
field_weighted,P0042,T1,7,0,0,0.0,P0102,3,c5_linkguard_k3
field_weighted,P0043,T2,1,1,1,2.8,P0043,3,c5_linkguard_k3
field_weighted,P0044,T3,1,1,1,1.7499999999999998,P0044,3,c5_linkguard_k3
field_weighted,P0046,T2,2,0,1,2.8,P0002,3,c5_linkguard_k3
field_weighted,P0047,T3,2,0,1,1.7499999999999998,P0113,3,c5_linkguard_k3
field_weighted,P0048,T1,5,0,0,0.0,P0063,3,c5_linkguard_k3
field_weighted,P0049,T2,1,1,1,2.8,P0049,3,c5_linkguard_k3
field_weighted,P0051,T1,5,0,0,0.0,P0003,3,c5_linkguard_k3
field_weighted,P0052,T2,2,0,1,4.55,P0013,3,c5_linkguard_k3
field_weighted,P0053,T3,2,0,1,2.8,P0042,3,c5_linkguard_k3
field_weighted,P0054,T1,2,0,1,0.0,P0030,3,c5_linkguard_k3
field_weighted,P0056,T3,1,1,1,1.7499999999999998,P0056,3,c5_linkguard_k3
field_weighted,P0057,T1,8,0,0,0.0,P0098,3,c5_linkguard_k3
field_weighted,P0058,T2,1,1,1,2.8,P0058,3,c5_linkguard_k3
field_weighted,P0059,T3,5,0,0,1.7499999999999998,P0081,3,c5_linkguard_k3
field_weighted,P0061,T2,3,0,1,1.7499999999999998,P0063,3,c5_linkguard_k3
field_weighted,P0062,T3,2,0,1,1.7499999999999998,P0045,3,c5_linkguard_k3
field_weighted,P0063,T1,3,0,1,0.0,P0053,3,c5_linkguard_k3
field_weighted,P0064,T2,1,1,1,2.8,P0064,3,c5_linkguard_k3
field_weighted,P0066,T1,9,0,0,0.0,P0047,3,c5_linkguard_k3
field_weighted,P0067,T2,1,1,1,1.7499999999999998,P0067,3,c5_linkguard_k3
field_weighted,P0068,T3,1,1,1,1.7499999999999998,P0068,3,c5_linkguard_k3
field_weighted,P0069,T1,9,0,0,0.0,P0101,3,c5_linkguard_k3
field_weighted,P0071,T3,3,0,1,1.7499999999999998,P0021,3,c5_linkguard_k3
field_weighted,P0072,T1,10,0,0,0.0,P0029,3,c5_linkguard_k3
field_weighted,P0073,T2,4,0,0,1.7499999999999998,P0077,3,c5_linkguard_k3
field_weighted,P0074,T3,1,1,1,2.8,P0074,3,c5_linkguard_k3
field_weighted,P0076,T2,3,0,1,1.7499999999999998,P0013,3,c5_linkguard_k3
field_weighted,P0077,T3,2,0,1,2.8,P0018,3,c5_linkguard_k3
field_weighted,P0078,T1,4,0,0,0.0,P0021,3,c5_linkguard_k3
field_weighted,P0079,T2,2,0,1,1.7499999999999998,P0089,3,c5_linkguard_k3
field_weighted,P0081,T1,2,0,1,0.0,P0054,3,c5_linkguard_k3
field_weighted,P0082,T2,5,0,0,1.7499999999999998,P0021,3,c5_linkguard_k3
field_weighted,P0083,T3,2,0,1,0.7,P0018,3,c5_linkguard_k3
field_weighted,P0084,T1,1,1,1,0.0,P0084,3,c5_linkguard_k3
field_weighted,P0086,T3,1,1,1,4.8,P0086,3,c5_linkguard_k3
field_weighted,P0087,T1,9,0,0,0.0,P0024,3,c5_linkguard_k3
field_weighted,P0088,T2,1,1,1,4.55,P0088,3,c5_linkguard_k3
field_weighted,P0089,T3,4,0,0,1.7499999999999998,P0005,3,c5_linkguard_k3
field_weighted,P0091,T2,1,1,1,1.7499999999999998,P0091,3,c5_linkguard_k3
field_weighted,P0092,T3,1,1,1,1.7499999999999998,P0092,3,c5_linkguard_k3
field_weighted,P0093,T1,6,0,0,0.0,P0101,3,c5_linkguard_k3
field_weighted,P0094,T2,2,0,1,1.7499999999999998,P0081,3,c5_linkguard_k3
field_weighted,P0096,T1,5,0,0,0.0,P0046,3,c5_linkguard_k3
field_weighted,P0097,T2,1,1,1,2.8,P0097,3,c5_linkguard_k3
field_weighted,P0098,T3,2,0,1,4.1,P0087,3,c5_linkguard_k3
field_weighted,P0099,T1,6,0,0,0.0,P0031,3,c5_linkguard_k3
field_weighted,P0101,T3,2,0,1,1.7499999999999998,P0107,3,c5_linkguard_k3
field_weighted,P0102,T1,9,0,0,0.0,P0006,3,c5_linkguard_k3
field_weighted,P0103,T2,4,0,0,2.8,P0027,3,c5_linkguard_k3
field_weighted,P0104,T3,1,1,1,1.7499999999999998,P0104,3,c5_linkguard_k3
field_weighted,P0106,T2,2,0,1,2.8,P0113,3,c5_linkguard_k3
field_weighted,P0107,T3,3,0,1,4.8,P0052,3,c5_linkguard_k3
field_weighted,P0108,T1,9,0,0,0.0,P0086,3,c5_linkguard_k3
field_weighted,P0109,T2,3,0,1,1.7499999999999998,P0079,3,c5_linkguard_k3
field_weighted,P0111,T1,7,0,0,0.0,P0071,3,c5_linkguard_k3
field_weighted,P0112,T2,3,0,1,1.7499999999999998,P0071,3,c5_linkguard_k3
field_weighted,P0113,T3,1,1,1,3.8499999999999996,P0113,3,c5_linkguard_k3
field_weighted,P0114,T1,6,0,0,0.0,P0095,3,c5_linkguard_k3
field_weighted,P0116,T3,1,1,1,1.7499999999999998,P0116,3,c5_linkguard_k3
field_weighted,P0117,T1,5,0,0,0.0,P0005,3,c5_linkguard_k3
field_weighted,P0118,T2,1,1,1,2.8,P0118,3,c5_linkguard_k3
field_weighted,P0119,T3,1,1,1,4.1,P0119,3,c5_linkguard_k3
field_weighted,P0001,T2,3,0,1,1.7499999999999998,P0113,5,c5_linkguard_k5
field_weighted,P0002,T3,3,0,1,1.7499999999999998,P0113,5,c5_linkguard_k5
field_weighted,P0003,T1,5,0,0,0.0,P0084,5,c5_linkguard_k5
field_weighted,P0004,T2,2,0,1,0.7,P0010,5,c5_linkguard_k5
field_weighted,P0006,T1,1,1,1,0.0,P0006,5,c5_linkguard_k5
field_weighted,P0007,T2,1,1,1,1.7499999999999998,P0007,5,c5_linkguard_k5
field_weighted,P0008,T3,3,0,1,0.7,P0040,5,c5_linkguard_k5
field_weighted,P0009,T1,10,0,0,0.0,P0114,5,c5_linkguard_k5
field_weighted,P0011,T3,2,0,1,1.7499999999999998,P0081,5,c5_linkguard_k5
field_weighted,P0012,T1,2,0,1,0.0,P0021,5,c5_linkguard_k5
field_weighted,P0013,T2,1,1,1,1.7499999999999998,P0013,5,c5_linkguard_k5
field_weighted,P0014,T3,1,1,1,2.8,P0014,5,c5_linkguard_k5
field_weighted,P0016,T2,2,0,1,1.7499999999999998,P0061,5,c5_linkguard_k5
field_weighted,P0017,T3,3,0,1,1.7499999999999998,P0099,5,c5_linkguard_k5
field_weighted,P0018,T1,8,0,0,0.0,P0027,5,c5_linkguard_k5
field_weighted,P0019,T2,3,0,1,1.7499999999999998,P0099,5,c5_linkguard_k5
field_weighted,P0021,T1,3,0,1,0.0,P0006,5,c5_linkguard_k5
field_weighted,P0022,T2,5,0,0,1.7499999999999998,P0031,5,c5_linkguard_k5
field_weighted,P0023,T3,4,0,0,0.7,P0110,5,c5_linkguard_k5
field_weighted,P0024,T1,2,0,1,0.0,P0119,5,c5_linkguard_k5
field_weighted,P0026,T3,5,0,0,1.7499999999999998,P0067,5,c5_linkguard_k5
field_weighted,P0027,T1,4,0,0,0.0,P0057,5,c5_linkguard_k5
field_weighted,P0028,T2,1,1,1,2.8,P0028,5,c5_linkguard_k5
field_weighted,P0029,T3,3,0,1,1.7499999999999998,P0099,5,c5_linkguard_k5
field_weighted,P0031,T2,3,0,1,2.8,P0088,5,c5_linkguard_k5
field_weighted,P0032,T3,2,0,1,1.7499999999999998,P0088,5,c5_linkguard_k5
field_weighted,P0033,T1,2,0,1,0.0,P0000,5,c5_linkguard_k5
field_weighted,P0034,T2,2,0,1,0.7,P0058,5,c5_linkguard_k5
field_weighted,P0036,T1,3,0,1,0.0,P0085,5,c5_linkguard_k5
field_weighted,P0037,T2,1,1,1,0.7,P0037,5,c5_linkguard_k5
field_weighted,P0038,T3,1,1,1,1.7499999999999998,P0038,5,c5_linkguard_k5
field_weighted,P0039,T1,3,0,1,0.0,P0033,5,c5_linkguard_k5
field_weighted,P0041,T3,2,0,1,0.7,P0099,5,c5_linkguard_k5
field_weighted,P0042,T1,7,0,0,0.0,P0102,5,c5_linkguard_k5
field_weighted,P0043,T2,2,0,1,1.7499999999999998,P0069,5,c5_linkguard_k5
field_weighted,P0044,T3,1,1,1,1.7499999999999998,P0044,5,c5_linkguard_k5
field_weighted,P0046,T2,2,0,1,1.7499999999999998,P0002,5,c5_linkguard_k5
field_weighted,P0047,T3,4,0,0,0.7,P0031,5,c5_linkguard_k5
field_weighted,P0048,T1,5,0,0,0.0,P0063,5,c5_linkguard_k5
field_weighted,P0049,T2,2,0,1,1.7499999999999998,P0058,5,c5_linkguard_k5
field_weighted,P0051,T1,5,0,0,0.0,P0003,5,c5_linkguard_k5
field_weighted,P0052,T2,2,0,1,1.7499999999999998,P0013,5,c5_linkguard_k5
field_weighted,P0053,T3,2,0,1,1.7499999999999998,P0042,5,c5_linkguard_k5
field_weighted,P0054,T1,2,0,1,0.0,P0030,5,c5_linkguard_k5
field_weighted,P0056,T3,1,1,1,1.7499999999999998,P0056,5,c5_linkguard_k5
field_weighted,P0057,T1,8,0,0,0.0,P0098,5,c5_linkguard_k5
field_weighted,P0058,T2,1,1,1,1.7499999999999998,P0058,5,c5_linkguard_k5
field_weighted,P0059,T3,5,0,0,1.7499999999999998,P0081,5,c5_linkguard_k5
field_weighted,P0061,T2,3,0,1,1.7499999999999998,P0063,5,c5_linkguard_k5
field_weighted,P0062,T3,2,0,1,0.7,P0045,5,c5_linkguard_k5
field_weighted,P0063,T1,3,0,1,0.0,P0053,5,c5_linkguard_k5
field_weighted,P0064,T2,1,1,1,1.7499999999999998,P0064,5,c5_linkguard_k5
field_weighted,P0066,T1,9,0,0,0.0,P0047,5,c5_linkguard_k5
field_weighted,P0067,T2,1,1,1,1.7499999999999998,P0067,5,c5_linkguard_k5
field_weighted,P0068,T3,2,0,1,0.7,P0064,5,c5_linkguard_k5
field_weighted,P0069,T1,9,0,0,0.0,P0101,5,c5_linkguard_k5
field_weighted,P0071,T3,3,0,1,1.7499999999999998,P0021,5,c5_linkguard_k5
field_weighted,P0072,T1,10,0,0,0.0,P0029,5,c5_linkguard_k5
field_weighted,P0073,T2,4,0,0,1.7499999999999998,P0077,5,c5_linkguard_k5
field_weighted,P0074,T3,1,1,1,1.7499999999999998,P0074,5,c5_linkguard_k5
field_weighted,P0076,T2,3,0,1,1.7499999999999998,P0013,5,c5_linkguard_k5
field_weighted,P0077,T3,2,0,1,2.8,P0018,5,c5_linkguard_k5
field_weighted,P0078,T1,4,0,0,0.0,P0021,5,c5_linkguard_k5
field_weighted,P0079,T2,2,0,1,1.7499999999999998,P0089,5,c5_linkguard_k5
field_weighted,P0081,T1,2,0,1,0.0,P0054,5,c5_linkguard_k5
field_weighted,P0082,T2,5,0,0,1.7499999999999998,P0021,5,c5_linkguard_k5
field_weighted,P0083,T3,2,0,1,0.7,P0018,5,c5_linkguard_k5
field_weighted,P0084,T1,1,1,1,0.0,P0084,5,c5_linkguard_k5
field_weighted,P0086,T3,1,1,1,2.8,P0086,5,c5_linkguard_k5
field_weighted,P0087,T1,9,0,0,0.0,P0024,5,c5_linkguard_k5
field_weighted,P0088,T2,1,1,1,1.7499999999999998,P0088,5,c5_linkguard_k5
field_weighted,P0089,T3,4,0,0,1.7499999999999998,P0005,5,c5_linkguard_k5
field_weighted,P0091,T2,1,1,1,1.7499999999999998,P0091,5,c5_linkguard_k5
field_weighted,P0092,T3,1,1,1,0.7,P0092,5,c5_linkguard_k5
field_weighted,P0093,T1,6,0,0,0.0,P0101,5,c5_linkguard_k5
field_weighted,P0094,T2,2,0,1,1.7499999999999998,P0081,5,c5_linkguard_k5
field_weighted,P0096,T1,5,0,0,0.0,P0046,5,c5_linkguard_k5
field_weighted,P0097,T2,1,1,1,1.7499999999999998,P0097,5,c5_linkguard_k5
field_weighted,P0098,T3,7,0,0,0.7,P0067,5,c5_linkguard_k5
field_weighted,P0099,T1,6,0,0,0.0,P0031,5,c5_linkguard_k5
field_weighted,P0101,T3,6,0,0,0.7,P0055,5,c5_linkguard_k5
field_weighted,P0102,T1,9,0,0,0.0,P0006,5,c5_linkguard_k5
field_weighted,P0103,T2,4,0,0,1.7499999999999998,P0027,5,c5_linkguard_k5
field_weighted,P0104,T3,3,0,1,0.7,P0027,5,c5_linkguard_k5
field_weighted,P0106,T2,2,0,1,0.7,P0113,5,c5_linkguard_k5
field_weighted,P0107,T3,3,0,1,0.7,P0052,5,c5_linkguard_k5
field_weighted,P0108,T1,9,0,0,0.0,P0086,5,c5_linkguard_k5
field_weighted,P0109,T2,3,0,1,1.7499999999999998,P0079,5,c5_linkguard_k5
field_weighted,P0111,T1,7,0,0,0.0,P0071,5,c5_linkguard_k5
field_weighted,P0112,T2,3,0,1,1.7499999999999998,P0071,5,c5_linkguard_k5
field_weighted,P0113,T3,1,1,1,2.8,P0113,5,c5_linkguard_k5
field_weighted,P0114,T1,6,0,0,0.0,P0095,5,c5_linkguard_k5
field_weighted,P0116,T3,1,1,1,1.7499999999999998,P0116,5,c5_linkguard_k5
field_weighted,P0117,T1,5,0,0,0.0,P0005,5,c5_linkguard_k5
field_weighted,P0118,T2,1,1,1,1.7499999999999998,P0118,5,c5_linkguard_k5
field_weighted,P0119,T3,1,1,1,1.7499999999999998,P0119,5,c5_linkguard_k5
field_weighted,P0001,T2,4,0,0,0.7,P0113,8,c5_linkguard_k8
field_weighted,P0002,T3,3,0,1,1.7499999999999998,P0113,8,c5_linkguard_k8
field_weighted,P0003,T1,5,0,0,0.0,P0084,8,c5_linkguard_k8
field_weighted,P0004,T2,2,0,1,0.7,P0010,8,c5_linkguard_k8
field_weighted,P0006,T1,1,1,1,0.0,P0006,8,c5_linkguard_k8
field_weighted,P0007,T2,1,1,1,1.7499999999999998,P0007,8,c5_linkguard_k8
field_weighted,P0008,T3,3,0,1,0.7,P0040,8,c5_linkguard_k8
field_weighted,P0009,T1,10,0,0,0.0,P0114,8,c5_linkguard_k8
field_weighted,P0011,T3,2,0,1,1.7499999999999998,P0081,8,c5_linkguard_k8
field_weighted,P0012,T1,2,0,1,0.0,P0021,8,c5_linkguard_k8
field_weighted,P0013,T2,1,1,1,1.7499999999999998,P0013,8,c5_linkguard_k8
field_weighted,P0014,T3,2,0,1,1.7499999999999998,P0099,8,c5_linkguard_k8
field_weighted,P0016,T2,3,0,1,0.7,P0072,8,c5_linkguard_k8
field_weighted,P0017,T3,3,0,1,1.7499999999999998,P0099,8,c5_linkguard_k8
field_weighted,P0018,T1,8,0,0,0.0,P0027,8,c5_linkguard_k8
field_weighted,P0019,T2,3,0,1,1.7499999999999998,P0099,8,c5_linkguard_k8
field_weighted,P0021,T1,3,0,1,0.0,P0006,8,c5_linkguard_k8
field_weighted,P0022,T2,5,0,0,1.7499999999999998,P0031,8,c5_linkguard_k8
field_weighted,P0023,T3,4,0,0,0.7,P0110,8,c5_linkguard_k8
field_weighted,P0024,T1,2,0,1,0.0,P0119,8,c5_linkguard_k8
field_weighted,P0026,T3,5,0,0,1.7499999999999998,P0067,8,c5_linkguard_k8
field_weighted,P0027,T1,4,0,0,0.0,P0057,8,c5_linkguard_k8
field_weighted,P0028,T2,1,1,1,2.8,P0028,8,c5_linkguard_k8
field_weighted,P0029,T3,3,0,1,1.7499999999999998,P0099,8,c5_linkguard_k8
field_weighted,P0031,T2,3,0,1,2.8,P0088,8,c5_linkguard_k8
field_weighted,P0032,T3,2,0,1,0.7,P0088,8,c5_linkguard_k8
field_weighted,P0033,T1,2,0,1,0.0,P0000,8,c5_linkguard_k8
field_weighted,P0034,T2,2,0,1,0.7,P0058,8,c5_linkguard_k8
field_weighted,P0036,T1,3,0,1,0.0,P0085,8,c5_linkguard_k8
field_weighted,P0037,T2,1,1,1,0.7,P0037,8,c5_linkguard_k8
field_weighted,P0038,T3,2,0,1,0.7,P0052,8,c5_linkguard_k8
field_weighted,P0039,T1,3,0,1,0.0,P0033,8,c5_linkguard_k8
field_weighted,P0041,T3,2,0,1,0.7,P0099,8,c5_linkguard_k8
field_weighted,P0042,T1,7,0,0,0.0,P0102,8,c5_linkguard_k8
field_weighted,P0043,T2,2,0,1,1.7499999999999998,P0069,8,c5_linkguard_k8
field_weighted,P0044,T3,1,1,1,1.7499999999999998,P0044,8,c5_linkguard_k8
field_weighted,P0046,T2,2,0,1,1.7499999999999998,P0002,8,c5_linkguard_k8
field_weighted,P0047,T3,4,0,0,0.7,P0031,8,c5_linkguard_k8
field_weighted,P0048,T1,5,0,0,0.0,P0063,8,c5_linkguard_k8
field_weighted,P0049,T2,2,0,1,1.7499999999999998,P0058,8,c5_linkguard_k8
field_weighted,P0051,T1,5,0,0,0.0,P0003,8,c5_linkguard_k8
field_weighted,P0052,T2,2,0,1,1.7499999999999998,P0013,8,c5_linkguard_k8
field_weighted,P0053,T3,3,0,1,0.7,P0081,8,c5_linkguard_k8
field_weighted,P0054,T1,2,0,1,0.0,P0030,8,c5_linkguard_k8
field_weighted,P0056,T3,1,1,1,1.7499999999999998,P0056,8,c5_linkguard_k8
field_weighted,P0057,T1,8,0,0,0.0,P0098,8,c5_linkguard_k8
field_weighted,P0058,T2,1,1,1,1.7499999999999998,P0058,8,c5_linkguard_k8
field_weighted,P0059,T3,5,0,0,0.7,P0081,8,c5_linkguard_k8
field_weighted,P0061,T2,5,0,0,0.7,P0063,8,c5_linkguard_k8
field_weighted,P0062,T3,2,0,1,0.7,P0045,8,c5_linkguard_k8
field_weighted,P0063,T1,3,0,1,0.0,P0053,8,c5_linkguard_k8
field_weighted,P0064,T2,1,1,1,1.7499999999999998,P0064,8,c5_linkguard_k8
field_weighted,P0066,T1,9,0,0,0.0,P0047,8,c5_linkguard_k8
field_weighted,P0067,T2,1,1,1,1.7499999999999998,P0067,8,c5_linkguard_k8
field_weighted,P0068,T3,2,0,1,0.7,P0064,8,c5_linkguard_k8
field_weighted,P0069,T1,9,0,0,0.0,P0101,8,c5_linkguard_k8
field_weighted,P0071,T3,3,0,1,0.7,P0021,8,c5_linkguard_k8
field_weighted,P0072,T1,10,0,0,0.0,P0029,8,c5_linkguard_k8
field_weighted,P0073,T2,5,0,0,0.7,P0077,8,c5_linkguard_k8
