persona_id,risk_tier,rank,top1,top3,score_true,top_candidate,condition
P0001,T2,2,0,1,0.024357024017761707,P0046,noisy_original
P0002,T3,1,1,1,0.15338150050899313,P0002,noisy_original
P0003,T1,5,0,0,0.00691825903336454,P0117,noisy_original
P0004,T2,1,1,1,0.02775520129843528,P0004,noisy_original
P0006,T1,2,0,1,0.010153213105602988,P0026,noisy_original
P0007,T2,1,1,1,0.03776031134992894,P0007,noisy_original
P0008,T3,1,1,1,0.17656540188667744,P0008,noisy_original
P0009,T1,2,0,1,0.013816119542261598,P0097,noisy_original
P0011,T3,1,1,1,0.14535945341324558,P0011,noisy_original
P0012,T1,2,0,1,0.02121747412186828,P0117,noisy_original
P0013,T2,1,1,1,0.03229186802821129,P0013,noisy_original
P0014,T3,1,1,1,0.1758935297831623,P0014,noisy_original
P0016,T2,1,1,1,0.039249390385545174,P0016,noisy_original
P0017,T3,1,1,1,0.18865788805834144,P0017,noisy_original
P0018,T1,3,0,1,0.010472448605745832,P0057,noisy_original
P0019,T2,1,1,1,0.03616620411022265,P0019,noisy_original
P0021,T1,8,0,0,0.0050105957927384205,P0051,noisy_original
P0022,T2,1,1,1,0.050150139504707834,P0022,noisy_original
P0023,T3,1,1,1,0.1591233644526246,P0023,noisy_original
P0024,T1,7,0,0,0.009090051897494615,P0087,noisy_original
P0026,T3,1,1,1,0.15527975651603276,P0026,noisy_original
P0027,T1,9,0,0,0.003289913491393107,P0044,noisy_original
P0028,T2,1,1,1,0.02439942185964647,P0028,noisy_original
P0029,T3,1,1,1,0.1634926703320171,P0029,noisy_original
P0031,T2,1,1,1,0.02711186237821368,P0031,noisy_original
P0032,T3,1,1,1,0.1679806037573314,P0032,noisy_original
P0033,T1,6,0,0,0.005857449783686081,P0018,noisy_original
P0034,T2,1,1,1,0.03293038063251056,P0034,noisy_original
P0036,T1,3,0,1,0.011608814126084943,P0085,noisy_original
P0037,T2,1,1,1,0.04444796832502257,P0037,noisy_original
P0038,T3,1,1,1,0.16035865208712022,P0038,noisy_original
P0039,T1,2,0,1,0.014234552273745996,P0007,noisy_original
P0041,T3,1,1,1,0.14979355995271643,P0041,noisy_original
P0042,T1,7,0,0,0.005806601972883102,P0040,noisy_original
P0043,T2,1,1,1,0.029538453490489124,P0043,noisy_original
P0044,T3,1,1,1,0.18075225564794423,P0044,noisy_original
P0046,T2,3,0,1,0.02674265816302129,P0001,noisy_original
P0047,T3,1,1,1,0.13896597290971574,P0047,noisy_original
P0048,T1,7,0,0,0.007850348549565867,P0056,noisy_original
P0049,T2,1,1,1,0.04325103528400289,P0049,noisy_original
P0051,T1,2,0,1,0.012746486925232099,P0075,noisy_original
P0052,T2,1,1,1,0.04155549858504234,P0052,noisy_original
P0053,T3,1,1,1,0.13939491236068635,P0053,noisy_original
P0054,T1,3,0,1,0.014103435561975151,P0030,noisy_original
P0056,T3,1,1,1,0.1786050013067202,P0056,noisy_original
P0057,T1,5,0,0,0.00860229225210013,P0026,noisy_original
P0058,T2,2,0,1,0.025523614763652176,P0118,noisy_original
P0059,T3,1,1,1,0.14198571941665303,P0059,noisy_original
P0061,T2,1,1,1,0.037424549246787925,P0061,noisy_original
P0062,T3,1,1,1,0.1663037280083594,P0062,noisy_original
P0063,T1,3,0,1,0.007267309849522581,P0061,noisy_original
P0064,T2,1,1,1,0.03683440745642719,P0064,noisy_original
P0066,T1,6,0,0,0.008073981142570873,P0012,noisy_original
P0067,T2,1,1,1,0.033993343014513705,P0067,noisy_original
P0068,T3,1,1,1,0.16126538320726072,P0068,noisy_original
P0069,T1,10,0,0,0.005093934828299539,P0101,noisy_original
P0071,T3,1,1,1,0.13965020934677946,P0071,noisy_original
P0072,T1,2,0,1,0.016282931296502226,P0034,noisy_original
P0073,T2,1,1,1,0.0420748885737133,P0073,noisy_original
P0074,T3,1,1,1,0.18600047297850958,P0074,noisy_original
P0076,T2,1,1,1,0.026992498213091458,P0076,noisy_original
P0077,T3,1,1,1,0.16656072487230966,P0077,noisy_original
P0078,T1,6,0,0,0.005955081493466396,P0008,noisy_original
P0079,T2,1,1,1,0.02477851585878329,P0079,noisy_original
P0081,T1,1,1,1,0.017216624474499433,P0081,noisy_original
P0082,T2,2,0,1,0.031237285710434513,P0012,noisy_original
P0083,T3,1,1,1,0.15748066095287358,P0083,noisy_original
P0084,T1,3,0,1,0.013631967518110126,P0080,noisy_original
P0086,T3,1,1,1,0.19680574004563575,P0086,noisy_original
P0087,T1,1,1,1,0.018443406640347576,P0087,noisy_original
P0088,T2,1,1,1,0.03905876633790015,P0088,noisy_original
P0089,T3,1,1,1,0.13370070689206495,P0089,noisy_original
P0091,T2,1,1,1,0.03260585198902378,P0091,noisy_original
P0092,T3,1,1,1,0.12745180416729443,P0092,noisy_original
P0093,T1,5,0,0,0.015250207532282274,P0101,noisy_original
P0094,T2,1,1,1,0.030817069359618227,P0094,noisy_original
P0096,T1,3,0,1,0.013083304044671585,P0022,noisy_original
P0097,T2,1,1,1,0.035820181343700686,P0097,noisy_original
P0098,T3,1,1,1,0.16981764624400195,P0098,noisy_original
P0099,T1,2,0,1,0.0112538691760622,P0014,noisy_original
P0101,T3,1,1,1,0.16847767822044646,P0101,noisy_original
P0102,T1,5,0,0,0.005754536463798372,P0089,noisy_original
P0103,T2,1,1,1,0.03984488483085882,P0103,noisy_original
P0104,T3,1,1,1,0.1812683482447449,P0104,noisy_original
P0106,T2,1,1,1,0.03384043023384622,P0106,noisy_original
P0107,T3,1,1,1,0.16343283468069036,P0107,noisy_original
P0108,T1,2,0,1,0.014652176097235799,P0044,noisy_original
P0109,T2,1,1,1,0.03016703600974458,P0109,noisy_original
P0111,T1,9,0,0,0.006776148041808631,P0116,noisy_original
P0112,T2,1,1,1,0.03146093046898626,P0112,noisy_original
P0113,T3,1,1,1,0.1569925083956495,P0113,noisy_original
P0114,T1,7,0,0,0.0044941133313885166,P0009,noisy_original
P0116,T3,1,1,1,0.15145606338558174,P0116,noisy_original
P0117,T1,1,1,1,0.021577216451717382,P0117,noisy_original
P0118,T2,1,1,1,0.03285982057725035,P0118,noisy_original
P0119,T3,1,1,1,0.15053216327993546,P0119,noisy_original
P0001,T2,2,0,1,0.025714718061003606,P0046,c1_direct_redaction
P0002,T3,1,1,1,0.1628798247848717,P0002,c1_direct_redaction
P0003,T1,5,0,0,0.007324416834731309,P0117,c1_direct_redaction
P0004,T2,1,1,1,0.02939184297623066,P0004,c1_direct_redaction
P0006,T1,2,0,1,0.010773986437077526,P0026,c1_direct_redaction
P0007,T2,1,1,1,0.03983450021766653,P0007,c1_direct_redaction
P0008,T3,1,1,1,0.18753571999476368,P0008,c1_direct_redaction
P0009,T1,2,0,1,0.014647243922225328,P0097,c1_direct_redaction
P0011,T3,1,1,1,0.15415278316582065,P0011,c1_direct_redaction
P0012,T1,2,0,1,0.022503777963113966,P0117,c1_direct_redaction
P0013,T2,1,1,1,0.03420447262578925,P0013,c1_direct_redaction
P0014,T3,1,1,1,0.1864900178951055,P0014,c1_direct_redaction
P0016,T2,1,1,1,0.04151855504543732,P0016,c1_direct_redaction
P0017,T3,1,1,1,0.20009949698883456,P0017,c1_direct_redaction
P0018,T1,3,0,1,0.011119574817081502,P0057,c1_direct_redaction
P0019,T2,1,1,1,0.03827017807489749,P0019,c1_direct_redaction
P0021,T1,8,0,0,0.005303066256922055,P0051,c1_direct_redaction
P0022,T2,1,1,1,0.0530363516009479,P0022,c1_direct_redaction
P0023,T3,1,1,1,0.16893906274245404,P0023,c1_direct_redaction
P0024,T1,7,0,0,0.009628701027692567,P0087,c1_direct_redaction
P0026,T3,1,1,1,0.16502012582807296,P0026,c1_direct_redaction
P0027,T1,9,0,0,0.003487054792394948,P0044,c1_direct_redaction
P0028,T2,1,1,1,0.02587537793035223,P0028,c1_direct_redaction
P0029,T3,1,1,1,0.17307372059688317,P0029,c1_direct_redaction
P0031,T2,1,1,1,0.02870600786543342,P0031,c1_direct_redaction
P0032,T3,1,1,1,0.1780544108087273,P0032,c1_direct_redaction
P0033,T1,6,0,0,0.006203377696353721,P0018,c1_direct_redaction
P0034,T2,1,1,1,0.03484402229138594,P0034,c1_direct_redaction
P0036,T1,3,0,1,0.0122913900398137,P0085,c1_direct_redaction
P0037,T2,1,1,1,0.04686567052762062,P0037,c1_direct_redaction
P0038,T3,1,1,1,0.16981373058433302,P0038,c1_direct_redaction
P0039,T1,2,0,1,0.015066653701348395,P0007,c1_direct_redaction
P0041,T3,1,1,1,0.1592090094294,P0041,c1_direct_redaction
P0042,T1,7,0,0,0.0061615619661757074,P0040,c1_direct_redaction
P0043,T2,1,1,1,0.03125942094781041,P0043,c1_direct_redaction
P0044,T3,1,1,1,0.19220868026886004,P0044,c1_direct_redaction
P0046,T2,3,0,1,0.028352460232607336,P0001,c1_direct_redaction
P0047,T3,1,1,1,0.14758806177115005,P0047,c1_direct_redaction
P0048,T1,7,0,0,0.008312936217673976,P0056,c1_direct_redaction
P0049,T2,1,1,1,0.045743159567801575,P0049,c1_direct_redaction
P0051,T1,2,0,1,0.013494695414862807,P0075,c1_direct_redaction
P0052,T2,1,1,1,0.04403625576302316,P0052,c1_direct_redaction
P0053,T3,1,1,1,0.14844479759543042,P0053,c1_direct_redaction
P0054,T1,3,0,1,0.014938274351932075,P0030,c1_direct_redaction
P0056,T3,1,1,1,0.18978546417850772,P0056,c1_direct_redaction
P0057,T1,5,0,0,0.009107335336239803,P0026,c1_direct_redaction
P0058,T2,2,0,1,0.02702762893996246,P0118,c1_direct_redaction
P0059,T3,1,1,1,0.15088932628591975,P0059,c1_direct_redaction
P0061,T2,1,1,1,0.039655408717276845,P0061,c1_direct_redaction
P0062,T3,1,1,1,0.1769118956300174,P0062,c1_direct_redaction
P0063,T1,3,0,1,0.007703519670635513,P0061,c1_direct_redaction
P0064,T2,1,1,1,0.03888682368706347,P0064,c1_direct_redaction
P0066,T1,6,0,0,0.00855621048087757,P0012,c1_direct_redaction
P0067,T2,1,1,1,0.03402630451009096,P0067,c1_direct_redaction
P0068,T3,1,1,1,0.17075180056017153,P0068,c1_direct_redaction
P0069,T1,10,0,0,0.005381221138727301,P0101,c1_direct_redaction
P0071,T3,1,1,1,0.1483210418209474,P0071,c1_direct_redaction
P0072,T1,2,0,1,0.0172534208725369,P0034,c1_direct_redaction
P0073,T2,1,1,1,0.04443087487973693,P0073,c1_direct_redaction
P0074,T3,1,1,1,0.19718245878839516,P0074,c1_direct_redaction
P0076,T2,1,1,1,0.028924564705549147,P0076,c1_direct_redaction
P0077,T3,1,1,1,0.17711822086489934,P0077,c1_direct_redaction
P0078,T1,6,0,0,0.006307251316667786,P0008,c1_direct_redaction
P0079,T2,1,1,1,0.026185824185113823,P0079,c1_direct_redaction
P0081,T1,1,1,1,0.018218182277958878,P0081,c1_direct_redaction
P0082,T2,2,0,1,0.03301169824974413,P0012,c1_direct_redaction
P0083,T3,1,1,1,0.16709716414782064,P0083,c1_direct_redaction
P0084,T1,3,0,1,0.014429228061612646,P0080,c1_direct_redaction
P0086,T3,1,1,1,0.2087057673290255,P0086,c1_direct_redaction
P0087,T1,1,1,1,0.019530982041217882,P0087,c1_direct_redaction
P0088,T2,1,1,1,0.04135246192342038,P0088,c1_direct_redaction
P0089,T3,1,1,1,0.14234203515375135,P0089,c1_direct_redaction
P0091,T2,1,1,1,0.03456298624594108,P0091,c1_direct_redaction
P0092,T3,1,1,1,0.13516492322370657,P0092,c1_direct_redaction
P0093,T1,5,0,0,0.016166621287410723,P0101,c1_direct_redaction
P0094,T2,1,1,1,0.03259610747505146,P0094,c1_direct_redaction
P0096,T1,3,0,1,0.013845087013255054,P0022,c1_direct_redaction
P0097,T2,1,1,1,0.03799796133410119,P0097,c1_direct_redaction
P0098,T3,1,1,1,0.1802240008408899,P0098,c1_direct_redaction
P0099,T1,2,0,1,0.011914038905128679,P0014,c1_direct_redaction
P0101,T3,1,1,1,0.17881092450934988,P0101,c1_direct_redaction
P0102,T1,5,0,0,0.0060916683552682495,P0089,c1_direct_redaction
P0103,T2,1,1,1,0.042254933595446006,P0103,c1_direct_redaction
P0104,T3,1,1,1,0.19285379756893717,P0104,c1_direct_redaction
P0106,T2,1,1,1,0.03574775881087296,P0106,c1_direct_redaction
P0107,T3,1,1,1,0.173939793216828,P0107,c1_direct_redaction
P0108,T1,2,0,1,0.015541845124487254,P0044,c1_direct_redaction
P0109,T2,1,1,1,0.03228915351057217,P0109,c1_direct_redaction
P0111,T1,8,0,0,0.007158427861941025,P0116,c1_direct_redaction
P0112,T2,1,1,1,0.03324479609080781,P0112,c1_direct_redaction
P0113,T3,1,1,1,0.1668670242848438,P0113,c1_direct_redaction
P0114,T1,7,0,0,0.004766157555508866,P0009,c1_direct_redaction
P0116,T3,1,1,1,0.16089493299028418,P0116,c1_direct_redaction
P0117,T1,1,1,1,0.022872142235989656,P0117,c1_direct_redaction
P0118,T2,1,1,1,0.034839266286688604,P0118,c1_direct_redaction
P0119,T3,1,1,1,0.15971441936586725,P0119,c1_direct_redaction
P0001,T2,2,0,1,0.025631917658657452,P0046,c1b_presidio_redaction
P0002,T3,1,1,1,0.14495131781249565,P0002,c1b_presidio_redaction
P0003,T1,7,0,0,0.006644387644563047,P0117,c1b_presidio_redaction
P0004,T2,1,1,1,0.026363573889590274,P0004,c1b_presidio_redaction
P0006,T1,3,0,1,0.009597917554376416,P0026,c1b_presidio_redaction
P0007,T2,1,1,1,0.03589468762274035,P0007,c1b_presidio_redaction
P0008,T3,1,1,1,0.1781239979030132,P0008,c1b_presidio_redaction
P0009,T1,2,0,1,0.014526912897606823,P0097,c1b_presidio_redaction
P0011,T3,1,1,1,0.15086005493541396,P0011,c1b_presidio_redaction
P0012,T1,2,0,1,0.02240848683475787,P0117,c1b_presidio_redaction
P0013,T2,1,1,1,0.027229119683770175,P0013,c1b_presidio_redaction
P0014,T3,1,1,1,0.1534135179054406,P0014,c1b_presidio_redaction
P0016,T2,2,0,1,0.03800213260634965,P0072,c1b_presidio_redaction
P0017,T3,1,1,1,0.19915913395212947,P0017,c1b_presidio_redaction
P0018,T1,4,0,0,0.00937393670878816,P0057,c1b_presidio_redaction
P0019,T2,1,1,1,0.030621716576377654,P0019,c1b_presidio_redaction
P0021,T1,8,0,0,0.005306694607050268,P0051,c1b_presidio_redaction
P0022,T2,1,1,1,0.05287195907548174,P0022,c1b_presidio_redaction
P0023,T3,1,1,1,0.15862551284146006,P0023,c1b_presidio_redaction
P0024,T1,7,0,0,0.005215482242305816,P0087,c1b_presidio_redaction
P0026,T3,1,1,1,0.15002404804340377,P0026,c1b_presidio_redaction
P0027,T1,9,0,0,0.003475630871232245,P0044,c1b_presidio_redaction
P0028,T2,2,0,1,0.020356502912244823,P0018,c1b_presidio_redaction
P0029,T3,1,1,1,0.15506982964912622,P0029,c1b_presidio_redaction
P0031,T2,1,1,1,0.02732529617768623,P0031,c1b_presidio_redaction
P0032,T3,1,1,1,0.17300607068807863,P0032,c1b_presidio_redaction
P0033,T1,6,0,0,0.004838824247081568,P0018,c1b_presidio_redaction
P0034,T2,1,1,1,0.02703952080695304,P0034,c1b_presidio_redaction
P0036,T1,8,0,0,0.0033890729075491317,P0085,c1b_presidio_redaction
P0037,T2,1,1,1,0.045192199078936554,P0037,c1b_presidio_redaction
P0038,T3,1,1,1,0.14564699270588813,P0038,c1b_presidio_redaction
P0039,T1,5,0,0,0.005821852060482427,P0007,c1b_presidio_redaction
P0041,T3,1,1,1,0.14455873101342784,P0041,c1b_presidio_redaction
P0042,T1,8,0,0,0.004858104595908299,P0040,c1b_presidio_redaction
P0043,T2,1,1,1,0.027686913042778663,P0043,c1b_presidio_redaction
P0044,T3,1,1,1,0.18783859644994536,P0044,c1b_presidio_redaction
P0046,T2,3,0,1,0.026307295675703352,P0001,c1b_presidio_redaction
P0047,T3,1,1,1,0.13756737456635532,P0047,c1b_presidio_redaction
P0048,T1,7,0,0,0.004845834404711926,P0056,c1b_presidio_redaction
P0049,T2,1,1,1,0.04230908431757138,P0049,c1b_presidio_redaction
P0051,T1,2,0,1,0.013549727053872189,P0075,c1b_presidio_redaction
P0052,T2,2,0,1,0.030082606047135578,P0030,c1b_presidio_redaction
P0053,T3,1,1,1,0.12802748116415325,P0053,c1b_presidio_redaction
P0054,T1,3,0,1,0.013396936429855363,P0030,c1b_presidio_redaction
P0056,T3,1,1,1,0.1763451629671014,P0056,c1b_presidio_redaction
P0057,T1,5,0,0,0.0075517161699176875,P0026,c1b_presidio_redaction
P0058,T2,2,0,1,0.02009865904606157,P0118,c1b_presidio_redaction
P0059,T3,1,1,1,0.135570094425451,P0059,c1b_presidio_redaction
P0061,T2,1,1,1,0.03531071517937858,P0061,c1b_presidio_redaction
P0062,T3,1,1,1,0.1562947605342319,P0062,c1b_presidio_redaction
P0063,T1,3,0,1,0.007649383515174787,P0061,c1b_presidio_redaction
P0064,T2,2,0,1,0.02232205752230963,P0061,c1b_presidio_redaction
P0066,T1,7,0,0,0.005449408504847887,P0012,c1b_presidio_redaction
P0067,T2,2,0,1,0.023686176764867214,P0064,c1b_presidio_redaction
P0068,T3,1,1,1,0.15585660473046026,P0068,c1b_presidio_redaction
P0069,T1,10,0,0,0.0011708077078745128,P0101,c1b_presidio_redaction
P0071,T3,1,1,1,0.1424123636983161,P0071,c1b_presidio_redaction
P0072,T1,5,0,0,0.011234612906758177,P0040,c1b_presidio_redaction
P0073,T2,1,1,1,0.03601342331407046,P0073,c1b_presidio_redaction
P0074,T3,1,1,1,0.19368402011888777,P0074,c1b_presidio_redaction
P0076,T2,1,1,1,0.02303248111672932,P0076,c1b_presidio_redaction
P0077,T3,1,1,1,0.1584585795056719,P0077,c1b_presidio_redaction
P0078,T1,6,0,0,0.006261042293867643,P0008,c1b_presidio_redaction
P0079,T2,1,1,1,0.02003166405577828,P0079,c1b_presidio_redaction
P0081,T1,1,1,1,0.014285254310521169,P0081,c1b_presidio_redaction
P0082,T2,2,0,1,0.028998946845323465,P0012,c1b_presidio_redaction
P0083,T3,1,1,1,0.16093618332165074,P0083,c1b_presidio_redaction
P0084,T1,3,0,1,0.013149085272196739,P0080,c1b_presidio_redaction
P0086,T3,1,1,1,0.20638308923940774,P0086,c1b_presidio_redaction
P0087,T1,2,0,1,0.013412183825696252,P0026,c1b_presidio_redaction
P0088,T2,1,1,1,0.0398516399343088,P0088,c1b_presidio_redaction
P0089,T3,1,1,1,0.13868207567898425,P0089,c1b_presidio_redaction
P0091,T2,1,1,1,0.028026887961924225,P0091,c1b_presidio_redaction
P0092,T3,1,1,1,0.12827445044795366,P0092,c1b_presidio_redaction
P0093,T1,5,0,0,0.010010606970775274,P0101,c1b_presidio_redaction
P0094,T2,2,0,1,0.02006559847054739,P0098,c1b_presidio_redaction
P0096,T1,3,0,1,0.01184018141439506,P0022,c1b_presidio_redaction
P0097,T2,1,1,1,0.03280089206825922,P0097,c1b_presidio_redaction
P0098,T3,1,1,1,0.17911008556158142,P0098,c1b_presidio_redaction
P0099,T1,2,0,1,0.01190301393058499,P0014,c1b_presidio_redaction
P0101,T3,1,1,1,0.1608994726542627,P0101,c1b_presidio_redaction
P0102,T1,7,0,0,0.004681966343314632,P0089,c1b_presidio_redaction
P0103,T2,1,1,1,0.03709826228062826,P0103,c1b_presidio_redaction
P0104,T3,1,1,1,0.19236397765622654,P0104,c1b_presidio_redaction
P0106,T2,2,0,1,0.030956169679249062,P0087,c1b_presidio_redaction
P0107,T3,1,1,1,0.1615489436553095,P0107,c1b_presidio_redaction
P0108,T1,3,0,1,0.013600696160220574,P0101,c1b_presidio_redaction
P0109,T2,2,0,1,0.021750150099160585,P0064,c1b_presidio_redaction
P0111,T1,9,0,0,0.0030890556118333065,P0116,c1b_presidio_redaction
P0112,T2,1,1,1,0.024628048591176437,P0112,c1b_presidio_redaction
P0113,T3,1,1,1,0.15677878631508227,P0113,c1b_presidio_redaction
