task,condition,persona_id,cache_key,cached,input_chars,max_output_tokens,reasoning_effort,note
doc_local_anonymize,c4_openai_doc_local_gpt55_24p,P0001,ec41bc85cfc13e33f5caf26b88a87fa841c767d119c2c2b1c03257143f636bca,True,856,550,none,
doc_local_anonymize,c4_openai_doc_local_gpt55_24p,P0001,97660953876d790b586aaf209ba9d55404e10ac8feb3c67e29ddaf9972751bec,True,822,550,none,
doc_local_anonymize,c4_openai_doc_local_gpt55_24p,P0001,1688001d923f4bb5cb77378b53f1250d576d2d9d1b54bb0078d73e2252f52d74,True,808,550,none,
doc_local_anonymize,c4_openai_doc_local_gpt55_24p,P0001,e91f6e826c67264091b32e672148fa05858bcd284d683c0dcf13750707834086,True,843,550,none,
doc_local_anonymize,c4_openai_doc_local_gpt55_24p,P0002,e0bd80b3ee8cd9c70777f2d31e17c86702b599fcfed7e462c736bfcb653d4987,True,805,550,none,
doc_local_anonymize,c4_openai_doc_local_gpt55_24p,P0002,213c8c452cc9d67991a051497c85b61dd0f5b7a430955d5ebafd8787e761dcd8,True,823,550,none,
doc_local_anonymize,c4_openai_doc_local_gpt55_24p,P0002,6c84c0447750aa9e79c6e6b189ebe33a1529eb063c6d5cc8ebfc262535252c79,True,778,550,none,
doc_local_anonymize,c4_openai_doc_local_gpt55_24p,P0002,313c707c6dfe4550b3f0ed2d0e1db7a2b5924f68084c34c116cd86684d0b5b90,True,810,550,none,
doc_local_anonymize,c4_openai_doc_local_gpt55_24p,P0004,2c60e01464bc3cb0c6a4b4f4854fd5144ba25748c4079a95ec1e1968cb12f3f5,True,856,550,none,
doc_local_anonymize,c4_openai_doc_local_gpt55_24p,P0004,23505e133a1713dd93a358859b9d088ae54ebf7ba53669f8012cf5ffed55b0d6,True,815,550,none,
doc_local_anonymize,c4_openai_doc_local_gpt55_24p,P0004,23570a2f03ff816571298f446240b3b42493670a7ba88c8c80af3b03657620d4,True,813,550,none,
doc_local_anonymize,c4_openai_doc_local_gpt55_24p,P0004,618ffcb2a97bbe36e15ff05ff7bb7fda8d9b99d5b6ae0d9b7187a6672b4b46ce,True,835,550,none,
doc_local_anonymize,c4_openai_doc_local_gpt55_24p,P0005,b4c4df9fb2ecdd7d3b32a8bb397a9299cdeb922d4d3a69cc01fefa972c2f7e60,True,807,550,none,
doc_local_anonymize,c4_openai_doc_local_gpt55_24p,P0005,7b946b6c0b17a7f6ec97bc6cecdee71620a2205df2f8d6c7d93bf48d791c8841,True,821,550,none,
doc_local_anonymize,c4_openai_doc_local_gpt55_24p,P0005,b4413c116d59c4e9da3c7756ab5982fbeb3e5967701aa2ea24c7866bfebf0c8b,True,769,550,none,
doc_local_anonymize,c4_openai_doc_local_gpt55_24p,P0005,8c42379acb5b4ee06a8c81b01be1bfd3400665782592d9e9fe46cec76abdd513,True,805,550,none,
doc_local_anonymize,c4_openai_doc_local_gpt55_24p,P0007,6f8dd89171f41ab67f429336ae6b695a164ebe177e6714dc6f8b5ec2104f1673,True,862,550,none,
doc_local_anonymize,c4_openai_doc_local_gpt55_24p,P0007,47b3227eda71f4dc4afcfb39d10377a476a8c916ca4b17b26e7e4e34fc5752e5,True,850,550,none,
doc_local_anonymize,c4_openai_doc_local_gpt55_24p,P0007,8efd785e07abc4e6ca1d80894fbbd39a4d3ec29f2ed995a90d247874783681ce,True,832,550,none,
doc_local_anonymize,c4_openai_doc_local_gpt55_24p,P0007,45a7b12241fade5a0bb0469bebbb8310f832f5e93922181dc4c8fde10f53f3c5,True,860,550,none,
doc_local_anonymize,c4_openai_doc_local_gpt55_24p,P0008,688b6fdf712db37c0663fd13bdfc9a6cd20366a052281dfd1e932d05aa58d6a2,True,798,550,none,
doc_local_anonymize,c4_openai_doc_local_gpt55_24p,P0008,c1cae9e32875299a5fad97fcc1b769f5135de2c0021c215d5c1441c094c0379a,True,822,550,none,
doc_local_anonymize,c4_openai_doc_local_gpt55_24p,P0008,20f6643d662f64663690c98361ba572daf2c4c89cec32c904cf785d611344f21,True,792,550,none,
doc_local_anonymize,c4_openai_doc_local_gpt55_24p,P0008,e1067d782ad3a46c2c3c950cbd9ba19c16f56202ddc4007a0559adea0d44aadb,True,812,550,none,
doc_local_anonymize,c4_openai_doc_local_gpt55_24p,P0010,f6dbc8f08ca223c846947775b00f6c459accb4654ad80454c924e2291b3d6845,True,846,550,none,
doc_local_anonymize,c4_openai_doc_local_gpt55_24p,P0010,9fab662932b693db3e0216e269c2f0514d9a9977e9dc137486dcc9b8035a2f38,True,836,550,none,
doc_local_anonymize,c4_openai_doc_local_gpt55_24p,P0010,f81702362be6d3142e0fe17f3a2bcd77638fbc9d782508abcc5ee53bb79ddce8,True,809,550,none,
doc_local_anonymize,c4_openai_doc_local_gpt55_24p,P0010,ab655f97b7ba8ed9df9b25211eaf005aab24313b0777f0e9a6332b2759c73812,True,852,550,none,
doc_local_anonymize,c4_openai_doc_local_gpt55_24p,P0011,118df3a1187fabf5491cc23af110c3a4d6841e784ef8903f8c71b0bdbf8691f6,True,803,550,none,
doc_local_anonymize,c4_openai_doc_local_gpt55_24p,P0011,85b3f4eae224583ca840d7f7e0274e4a73ba581056c8425ca16e2cf55b49a967,True,836,550,none,
doc_local_anonymize,c4_openai_doc_local_gpt55_24p,P0011,d2acf026ed3777418843852d15cbf38be7f96ad1f45d6f37c01d1363b3333c94,True,790,550,none,
doc_local_anonymize,c4_openai_doc_local_gpt55_24p,P0011,3fe2767a8496127a762c2773b7fd6a09987b2d472d085323caf24e73898d3a3b,True,812,550,none,
doc_local_anonymize,c4_openai_doc_local_gpt55_24p,P0013,f108650a6e1fa70711a503c2bab3af4dca0e9a95d1ce65036b15e23c018a82f2,True,848,550,none,
doc_local_anonymize,c4_openai_doc_local_gpt55_24p,P0013,1e0ba14a527750127d52013987989f4dc17044f8c8528c52460c83240d94ec47,True,828,550,none,
doc_local_anonymize,c4_openai_doc_local_gpt55_24p,P0013,dc9201dfa8d71c45f9baf85b2d1d55499d767265e0e661360a53e7642b5acbef,True,813,550,none,
doc_local_anonymize,c4_openai_doc_local_gpt55_24p,P0013,deb91a348dd4acb08d6719ab0c7b357920fbc0631643d5ffe2ba287b3cfdfcf7,True,847,550,none,
doc_local_anonymize,c4_openai_doc_local_gpt55_24p,P0014,265039c17f4be0266bbf52cac82981c4cc44e38ee438edb1463ae21aae387282,True,813,550,none,
doc_local_anonymize,c4_openai_doc_local_gpt55_24p,P0014,d68f2f22435318d565b973c85f8153ab7f689371173b86b68ec4e3190222433c,True,804,550,none,
doc_local_anonymize,c4_openai_doc_local_gpt55_24p,P0014,f870e5ea3a34ec2e29166d462bdc4e6cc8a0e12b86d0ad1d79affd584c3d6ec5,True,783,550,none,
doc_local_anonymize,c4_openai_doc_local_gpt55_24p,P0014,e6edb3f6e6bbb73c6bc362f02c509cbb34edc8515e8a7ef2fe9b578ae04424ee,True,818,550,none,
doc_local_anonymize,c4_openai_doc_local_gpt55_24p,P0016,1b35188810df29462773ad08fc514dcf41ba37c388fe7279b95fb824747362a8,True,859,550,none,
doc_local_anonymize,c4_openai_doc_local_gpt55_24p,P0016,9c541f5ac56644b69189aeef8c3214d10fa9d1bdfbc87437d26a8b5efc9ddd13,True,842,550,none,
doc_local_anonymize,c4_openai_doc_local_gpt55_24p,P0016,300050d583d234d88d8a1490e5585d5fccf26d746e581627e79184fe7445d61e,True,816,550,none,
doc_local_anonymize,c4_openai_doc_local_gpt55_24p,P0016,6cd91ca8a93e07e67b83e09c38519c95f458c15b672cf8b05eecfd5d0b21e03f,True,844,550,none,
doc_local_anonymize,c4_openai_doc_local_gpt55_24p,P0017,6a542e1f523b320fd4d802ac3671611b0e24e8ab739d4958636283b89127f1da,True,835,550,none,
doc_local_anonymize,c4_openai_doc_local_gpt55_24p,P0017,64f73c427cc5a7b9b190ce7379b7acb84920912112282d9b6f746daa6da09164,True,838,550,none,
doc_local_anonymize,c4_openai_doc_local_gpt55_24p,P0017,56dbf46e07c1fab6a02da1251e5147ffc8d56cf4df896de21fc66a9f0a1569e2,True,800,550,none,
doc_local_anonymize,c4_openai_doc_local_gpt55_24p,P0017,f14fbe8096f6ff0828a1e66af5b04ad077dee75c612c19460f8e980166375289,True,823,550,none,
doc_local_anonymize,c4_openai_doc_local_gpt55_24p,P0019,5b62915ef3eaffbcbd258f066a57135ee2797a0b804d9a67f1dfd5f59a5366bf,True,840,550,none,
doc_local_anonymize,c4_openai_doc_local_gpt55_24p,P0019,61d26269afaa9979e746810d3c53c55eb32dfb88bc5baf6864fb75abd0dcbd4f,True,809,550,none,
doc_local_anonymize,c4_openai_doc_local_gpt55_24p,P0019,2f36da06593e3c399964aad56b5710ba6b747ed01e6193c304ce49d6e372addc,True,810,550,none,
doc_local_anonymize,c4_openai_doc_local_gpt55_24p,P0019,d450de893c996c6c0209375c0a7459b5bec849d0c5d974097709dc55db7f035f,True,829,550,none,
doc_local_anonymize,c4_openai_doc_local_gpt55_24p,P0020,6f35f645bf6e563058c270aa484feb172d9b786d61e35f95e20e0e74179514ca,True,797,550,none,
doc_local_anonymize,c4_openai_doc_local_gpt55_24p,P0020,c10a9de94c0f6a7cdc16fcdfc8431298625da48ff3e6c2908acb92b4bd222432,True,825,550,none,
doc_local_anonymize,c4_openai_doc_local_gpt55_24p,P0020,5266b98f16ea2b5007ca0c2631b660e7a32cd1880b0b96ed81b4dbb83a05454b,True,771,550,none,
doc_local_anonymize,c4_openai_doc_local_gpt55_24p,P0020,2d8a550340e53e79df0c4d0e7422163450af69dc53e52680e43c442eb15eb79a,True,820,550,none,
doc_local_anonymize,c4_openai_doc_local_gpt55_24p,P0022,8c2944f3c5888faf16c0dafc3a08c2c7826f79531123eeab1c368bec448e2dcf,True,843,550,none,
doc_local_anonymize,c4_openai_doc_local_gpt55_24p,P0022,cad7fdf7cf33c3818fd1e6873d4156daf2d0468a5487e4629448f1643cc3caa1,True,835,550,none,
doc_local_anonymize,c4_openai_doc_local_gpt55_24p,P0022,bb84cd7ba1fadad28e9fdab62aced9311557ebbed39d7b4e1695c4412c1583ad,True,800,550,none,
doc_local_anonymize,c4_openai_doc_local_gpt55_24p,P0022,8d9f93e00291add2a5706e5b6a36d50d45f07b1dee0e21075ac6960097c8b83e,True,863,550,none,
doc_local_anonymize,c4_openai_doc_local_gpt55_24p,P0023,3d7b0674cdf68ecad2946bb5a5df19ef3d06a1df53cab8db2df25e518163a9cd,True,804,550,none,
doc_local_anonymize,c4_openai_doc_local_gpt55_24p,P0023,b66f655e7944ad80c6f89ccc52d1b10246a5e44b4de0fcebb517cef3e211a544,True,831,550,none,
doc_local_anonymize,c4_openai_doc_local_gpt55_24p,P0023,f2f18c2526915467a1397e2ed90d2c7bb47b64deec52d5e18e776ca5d9b8b005,True,800,550,none,
doc_local_anonymize,c4_openai_doc_local_gpt55_24p,P0023,041182c90ce5a42400bd17ccc6122eb9707451468d79a400c8bd7afa0b95b123,True,803,550,none,
doc_local_anonymize,c4_openai_doc_local_gpt55_24p,P0025,08a14d089e0404e591c0151946138092d47446324341c54246a91240980da992,True,841,550,none,
doc_local_anonymize,c4_openai_doc_local_gpt55_24p,P0025,7ece45296c8978317ab813928ca009cb047b20c40744fa4335ec19c34c4d4263,True,812,550,none,
doc_local_anonymize,c4_openai_doc_local_gpt55_24p,P0025,bbd04e811d20510b41212a4228f42ec682147b428a1826fadb8e647d64163a31,True,813,550,none,
doc_local_anonymize,c4_openai_doc_local_gpt55_24p,P0025,554a1dcc0a0f30793deced5be4cde3c0b858e3041b08e6919e6dbeeafab3ee40,True,825,550,none,
doc_local_anonymize,c4_openai_doc_local_gpt55_24p,P0026,115bd389c05f82e976b8a5f39b0be183d93780424bfdbb9059e73760225602ae,True,792,550,none,
doc_local_anonymize,c4_openai_doc_local_gpt55_24p,P0026,ac8fd025921f95983946de4b290c7c7e660ec5c17d8d779581749bbd6ffcb08c,True,816,550,none,
doc_local_anonymize,c4_openai_doc_local_gpt55_24p,P0026,1b59d8a29f3b577db33f960f001481b1920da53bfb73ca759a74f5d75a6e5bc4,True,778,550,none,
doc_local_anonymize,c4_openai_doc_local_gpt55_24p,P0026,efd8e4395dc80db7b087f3e940fc1eee46533e1f44b78a47d094db1e8a76f60c,True,802,550,none,
doc_local_anonymize,c4_openai_doc_local_gpt55_24p,P0028,f381bc9b2774ecb8853bf748d9291925534bf6e5651730ddf020a0b91b743f95,True,852,550,none,
doc_local_anonymize,c4_openai_doc_local_gpt55_24p,P0028,8332ab83ec46b651a6d71192f6fc4a9eaa1232c824f7b2979337ec9d5a46a357,True,815,550,none,
doc_local_anonymize,c4_openai_doc_local_gpt55_24p,P0028,9a4cae0309597b849cbced2fd3c932b2c262f90dd40cb1e3d105bd143d972190,True,812,550,none,
doc_local_anonymize,c4_openai_doc_local_gpt55_24p,P0028,845a8352e232bc1faac9a06313415ab4b621be4147afa57a587aeeab25c2e73c,True,832,550,none,
doc_local_anonymize,c4_openai_doc_local_gpt55_24p,P0029,865593b1e442db543cdb94c58ec23c37bf93fb328fcd8528bde474f9631f39a7,True,822,550,none,
doc_local_anonymize,c4_openai_doc_local_gpt55_24p,P0029,a642b4ceecc11d1bb45a8738735a176000a31671ec579a25edca9cb9146757a1,True,836,550,none,
doc_local_anonymize,c4_openai_doc_local_gpt55_24p,P0029,9ce3c5f1ff1efd4f9fc5dcf24a3bc388b9b50abf19cff23a4761a8d79918113b,True,791,550,none,
doc_local_anonymize,c4_openai_doc_local_gpt55_24p,P0029,c984cfc174993edeb39a0385b8493f50f6523b0de651abe00c432ed2bc3258fa,True,848,550,none,
doc_local_anonymize,c4_openai_doc_local_gpt55_24p,P0031,be47072fc46f86f5f6a28946433fbe5e27548fa036f11279f7617dc7101c5cc1,True,848,550,none,
doc_local_anonymize,c4_openai_doc_local_gpt55_24p,P0031,08badcecb481a42055173b97579d751b04af513fec63c55fed30a1031cec1d62,True,832,550,none,
doc_local_anonymize,c4_openai_doc_local_gpt55_24p,P0031,a1676b93e517e9fd18bc20d4c66c169f9a586731202c546814171f6f70ead8eb,True,802,550,none,
doc_local_anonymize,c4_openai_doc_local_gpt55_24p,P0031,56b97d68e8694bbbf21009a47aa3b1ce3a48caa186eb372fd2e6a018cc35e773,True,839,550,none,
doc_local_anonymize,c4_openai_doc_local_gpt55_24p,P0032,7ae83a9a46a0bb202d0f5fe781b442a598a75702b2e703e5f17f3d2039ee3656,True,820,550,none,
doc_local_anonymize,c4_openai_doc_local_gpt55_24p,P0032,283a9b0d98bb39e18589d1548cc5768c1c239a2216c315a91ec0ab998b1c8c90,True,851,550,none,
doc_local_anonymize,c4_openai_doc_local_gpt55_24p,P0032,fe2bd88878449a80222a71a2c203ec1f148bb795aea0925304265cb07f2ac783,True,784,550,none,
doc_local_anonymize,c4_openai_doc_local_gpt55_24p,P0032,a30260f64aa5892818e847d22a0664e814c9340637aba533e3b51c5c379dc8e7,True,839,550,none,
doc_local_anonymize,c4_openai_doc_local_gpt55_24p,P0034,afb9d337da663e3b126cbc46051ffef816637db2823957e82e38f10d7f833a61,True,862,550,none,
doc_local_anonymize,c4_openai_doc_local_gpt55_24p,P0034,0925e7e7341ceb47064fec2ac850d87e59c6a79936a535c82afd13c4a893a789,True,825,550,none,
doc_local_anonymize,c4_openai_doc_local_gpt55_24p,P0034,f461778a021b88e1270324225a9bbed4a194f4a36b65f9398ef5600ed8735127,True,809,550,none,
doc_local_anonymize,c4_openai_doc_local_gpt55_24p,P0034,e5c27b62c1b4e5e59fb00aa1c610425230501b54b72841e50e8e2b310c0fe467,True,827,550,none,
doc_local_anonymize,c4_openai_doc_local_gpt55_24p,P0035,22d8f47b8a9e841950825960bee78cd32da9251f11e0ace6ec031f55b5d1bc08,True,805,550,none,
doc_local_anonymize,c4_openai_doc_local_gpt55_24p,P0035,b6b4739e576b0c6f851ee25e8d1f07e8aedb420932a1948206e27927d8f8d2f3,True,818,550,none,
doc_local_anonymize,c4_openai_doc_local_gpt55_24p,P0035,8be6dbf709a344a14dc485abb01ff8468b37561f7e9fa0506d38473bc6c12cdf,True,779,550,none,
doc_local_anonymize,c4_openai_doc_local_gpt55_24p,P0035,5f4dc64a331c12687e2fd5b8c22800c6be18b735e1d18dcc909f8aab47008422,True,820,550,none,
aux_match::c1_direct_redaction,c1_direct_redaction,P0001,1531df9cd28114b69297e2b7a653105f75271567e04a9afb1b948bb480535be8,True,6757,400,none,
aux_match::c1_direct_redaction,c1_direct_redaction,P0002,4d9a8e3cf7f86744ccfdbe04570f397488811e4a9d7861a74dcf17ba22f8831f,True,6721,400,none,
aux_match::c1_direct_redaction,c1_direct_redaction,P0004,0f0422bc81ed8291a564c8404667d4019fee7ae796a9cbdb3cbd6dcb1e166068,True,6779,400,none,
aux_match::c1_direct_redaction,c1_direct_redaction,P0005,8e37811a51a28b05dbc293107e30b4d699cceb18d27fae86efc7a3715f9efd7f,True,6526,400,none,
aux_match::c1_direct_redaction,c1_direct_redaction,P0007,5cdfcd74a2a903698fbc9fe1d6d675f6207ae692eabc0b1ccf3e57b9546aee5e,True,6759,400,none,
aux_match::c1_direct_redaction,c1_direct_redaction,P0008,5c6c8358963724f0b9caa22fc1c6cd21a33b1da7f6fda7b44d30bdd6bd71ab31,True,6684,400,none,
aux_match::c1_direct_redaction,c1_direct_redaction,P0010,b6a9c4b3c5d3bb610d9ad1f69ea3fc04c1023798d050e8c08e2e6fb38014f5ce,True,6750,400,none,
aux_match::c1_direct_redaction,c1_direct_redaction,P0011,25592154b2d170633455a0cfa622dd0e7a2591869631ecdc59165ccfa65fee56,True,6576,400,none,
aux_match::c1_direct_redaction,c1_direct_redaction,P0013,f84bf4313ae2e401439f2d09c5cbee764335ca505777a9ee4f83b09023f75506,True,6661,400,none,
aux_match::c1_direct_redaction,c1_direct_redaction,P0014,f6f2f3593b3a5de64236ca1d8c61fe015691c749b0291149200742fcb3ef164e,True,6705,400,none,
aux_match::c1_direct_redaction,c1_direct_redaction,P0016,84efbaf3812db0350dc6fa6ca0fc825b19c3cc2b824734f54340f01c40f47763,True,6817,400,none,
aux_match::c1_direct_redaction,c1_direct_redaction,P0017,291a8641da44eb335c0899d6462905fd2a5f0409381f19b8fe34d94718e9352a,True,6772,400,none,
aux_match::c1_direct_redaction,c1_direct_redaction,P0019,c619bd90079632c8b3cee444cf1c52ac8c44e746f4ea490a7a684184a2ba401a,True,6743,400,none,
aux_match::c1_direct_redaction,c1_direct_redaction,P0020,c798bdfc585365a59e20eb3ff9635032008ddc2a9e0e51c33719ba1d6e8b84a6,True,6464,400,none,
aux_match::c1_direct_redaction,c1_direct_redaction,P0022,ed7eebc8c3c1208218ac67a532e1596021efe8bacef3109ea4a25fb84336c4b1,True,6797,400,none,
aux_match::c1_direct_redaction,c1_direct_redaction,P0023,ff6b4fe4538d59f3902f3565f3728e2d6ddeb7a2d1804e9da00d455c92433b9a,True,6732,400,none,
aux_match::c1_direct_redaction,c1_direct_redaction,P0025,b757d0943627954cf09e52055cbacb874cba43d1a51fa56e6d9de1237208dcc7,True,6708,400,none,
aux_match::c1_direct_redaction,c1_direct_redaction,P0026,ef8482219ac9ac06b0ed84b221c8c2e44bf7ca9ea68805d017a31231a1ed8ea5,True,6682,400,none,
aux_match::c1_direct_redaction,c1_direct_redaction,P0028,09711a3964daa5d5123af900fd2549d50f642eb60017dd2b17f2acb18943ff4a,True,6715,400,none,
aux_match::c1_direct_redaction,c1_direct_redaction,P0029,2228198983eb808b848c00d0247b0d38da2f523886a8a1e4306045b16b345aff,True,6720,400,none,
aux_match::c1_direct_redaction,c1_direct_redaction,P0031,c454283fdc6651cac648da1c055d3dcc2600f70c733d0ae79e49430c1623934a,True,6763,400,none,
aux_match::c1_direct_redaction,c1_direct_redaction,P0032,45eff9bc212850d616f613020761bed416a0f5988678b8b2ca77230117d9b616,True,6629,400,none,
aux_match::c1_direct_redaction,c1_direct_redaction,P0034,7e71dd2e73cb2f909b2573b93f1957696678483858d89e60327be580123cd7a8,True,6751,400,none,
aux_match::c1_direct_redaction,c1_direct_redaction,P0035,60dcc1a5841165e4d92e7395e4e371774dc8f1cc5373334c1667d5aa22f52d74,True,6669,400,none,
aux_match::c1b_presidio_redaction,c1b_presidio_redaction,P0001,5dc258acc4b116f6b04e1597ca22adaabfd964ee8e3865571a81a7d8bc28544f,True,6997,400,none,
