condition,condition_label,persona_id,risk_tier,top_k,retrieval_hit_at_k,target_docs_at_k,top_doc_persona,top_doc_is_target,exact_field_recovery,coarse_field_recovery,exact_fields_recovered,coarse_fields_recovered
c2_consistent_pseudonym,C2 consistent pseudonym,P0092,T3,5,1,3,P0092,1,0.7272727272727273,0.7272727272727273,8.0,8.0
c2_consistent_pseudonym,C2 consistent pseudonym,P0093,T1,5,0,0,P0044,0,0.2727272727272727,0.2727272727272727,3.0,3.0
c2_consistent_pseudonym,C2 consistent pseudonym,P0094,T2,5,0,0,P0065,0,0.6363636363636364,0.6363636363636364,7.0,7.0
c2_consistent_pseudonym,C2 consistent pseudonym,P0096,T1,5,0,0,P0083,0,0.5454545454545454,0.5454545454545454,6.0,6.0
c2_consistent_pseudonym,C2 consistent pseudonym,P0097,T2,5,0,0,P0119,0,0.2727272727272727,0.2727272727272727,3.0,3.0
c2_consistent_pseudonym,C2 consistent pseudonym,P0098,T3,5,1,3,P0098,1,0.7272727272727273,0.7272727272727273,8.0,8.0
c2_consistent_pseudonym,C2 consistent pseudonym,P0099,T1,5,0,0,P0071,0,0.5454545454545454,0.5454545454545454,6.0,6.0
c2_consistent_pseudonym,C2 consistent pseudonym,P0101,T3,5,1,3,P0101,1,0.7272727272727273,0.7272727272727273,8.0,8.0
c2_consistent_pseudonym,C2 consistent pseudonym,P0102,T1,5,0,0,P0110,0,0.36363636363636365,0.36363636363636365,4.0,4.0
c2_consistent_pseudonym,C2 consistent pseudonym,P0103,T2,5,0,0,P0038,0,0.6363636363636364,0.6363636363636364,7.0,7.0
c2_consistent_pseudonym,C2 consistent pseudonym,P0104,T3,5,1,3,P0104,1,0.7272727272727273,0.7272727272727273,8.0,8.0
c2_consistent_pseudonym,C2 consistent pseudonym,P0106,T2,5,0,0,P0098,0,0.45454545454545453,0.45454545454545453,5.0,5.0
c2_consistent_pseudonym,C2 consistent pseudonym,P0107,T3,5,1,3,P0107,1,0.7272727272727273,0.7272727272727273,8.0,8.0
c2_consistent_pseudonym,C2 consistent pseudonym,P0108,T1,5,0,0,P0014,0,0.45454545454545453,0.45454545454545453,5.0,5.0
c2_consistent_pseudonym,C2 consistent pseudonym,P0109,T2,5,0,0,P0056,0,0.09090909090909091,0.09090909090909091,1.0,1.0
c2_consistent_pseudonym,C2 consistent pseudonym,P0111,T1,5,0,0,P0116,0,0.36363636363636365,0.36363636363636365,4.0,4.0
c2_consistent_pseudonym,C2 consistent pseudonym,P0112,T2,5,0,0,P0086,0,0.45454545454545453,0.45454545454545453,5.0,5.0
c2_consistent_pseudonym,C2 consistent pseudonym,P0113,T3,5,1,4,P0113,1,0.8181818181818182,0.8181818181818182,9.0,9.0
c2_consistent_pseudonym,C2 consistent pseudonym,P0114,T1,5,0,0,P0086,0,0.2727272727272727,0.2727272727272727,3.0,3.0
c2_consistent_pseudonym,C2 consistent pseudonym,P0116,T3,5,1,3,P0116,1,0.7272727272727273,0.7272727272727273,8.0,8.0
c2_consistent_pseudonym,C2 consistent pseudonym,P0117,T1,5,0,0,P0050,0,0.18181818181818182,0.18181818181818182,2.0,2.0
c2_consistent_pseudonym,C2 consistent pseudonym,P0118,T2,5,0,0,P0095,0,0.2727272727272727,0.2727272727272727,3.0,3.0
c2_consistent_pseudonym,C2 consistent pseudonym,P0119,T3,5,1,2,P0119,1,0.6363636363636364,0.6363636363636364,7.0,7.0
c3_per_doc_pseudonym,C3 per-doc pseudonym,P0001,T2,5,0,0,P0008,0,0.5454545454545454,0.5454545454545454,6.0,6.0
c3_per_doc_pseudonym,C3 per-doc pseudonym,P0002,T3,5,1,2,P0002,1,0.6363636363636364,0.6363636363636364,7.0,7.0
c3_per_doc_pseudonym,C3 per-doc pseudonym,P0003,T1,5,0,0,P0032,0,0.2727272727272727,0.2727272727272727,3.0,3.0
c3_per_doc_pseudonym,C3 per-doc pseudonym,P0004,T2,5,0,0,P0056,0,0.18181818181818182,0.18181818181818182,2.0,2.0
c3_per_doc_pseudonym,C3 per-doc pseudonym,P0006,T1,5,0,0,P0026,0,0.2727272727272727,0.2727272727272727,3.0,3.0
c3_per_doc_pseudonym,C3 per-doc pseudonym,P0007,T2,5,0,0,P0089,0,0.45454545454545453,0.45454545454545453,5.0,5.0
c3_per_doc_pseudonym,C3 per-doc pseudonym,P0008,T3,5,1,1,P0008,1,0.2727272727272727,0.2727272727272727,3.0,3.0
c3_per_doc_pseudonym,C3 per-doc pseudonym,P0009,T1,5,0,0,P0086,0,0.2727272727272727,0.2727272727272727,3.0,3.0
c3_per_doc_pseudonym,C3 per-doc pseudonym,P0011,T3,5,1,2,P0011,1,0.6363636363636364,0.6363636363636364,7.0,7.0
c3_per_doc_pseudonym,C3 per-doc pseudonym,P0012,T1,5,0,0,P0020,0,0.5454545454545454,0.5454545454545454,6.0,6.0
c3_per_doc_pseudonym,C3 per-doc pseudonym,P0013,T2,5,0,0,P0107,0,0.45454545454545453,0.45454545454545453,5.0,5.0
c3_per_doc_pseudonym,C3 per-doc pseudonym,P0014,T3,5,1,4,P0014,1,0.8181818181818182,0.8181818181818182,9.0,9.0
c3_per_doc_pseudonym,C3 per-doc pseudonym,P0016,T2,5,0,0,P0053,0,0.6363636363636364,0.6363636363636364,7.0,7.0
c3_per_doc_pseudonym,C3 per-doc pseudonym,P0017,T3,5,1,3,P0017,1,0.7272727272727273,0.7272727272727273,8.0,8.0
c3_per_doc_pseudonym,C3 per-doc pseudonym,P0018,T1,5,0,0,P0059,0,0.36363636363636365,0.36363636363636365,4.0,4.0
c3_per_doc_pseudonym,C3 per-doc pseudonym,P0019,T2,5,0,0,P0110,0,0.45454545454545453,0.45454545454545453,5.0,5.0
c3_per_doc_pseudonym,C3 per-doc pseudonym,P0021,T1,5,0,0,P0029,0,0.5454545454545454,0.5454545454545454,6.0,6.0
c3_per_doc_pseudonym,C3 per-doc pseudonym,P0022,T2,5,0,0,P0107,0,0.45454545454545453,0.45454545454545453,5.0,5.0
c3_per_doc_pseudonym,C3 per-doc pseudonym,P0023,T3,5,1,4,P0023,1,0.8181818181818182,0.8181818181818182,9.0,9.0
c3_per_doc_pseudonym,C3 per-doc pseudonym,P0024,T1,5,0,0,P0065,0,0.45454545454545453,0.45454545454545453,5.0,5.0
c3_per_doc_pseudonym,C3 per-doc pseudonym,P0026,T3,5,1,2,P0026,1,0.6363636363636364,0.6363636363636364,7.0,7.0
c3_per_doc_pseudonym,C3 per-doc pseudonym,P0027,T1,5,0,0,P0044,0,0.5454545454545454,0.5454545454545454,6.0,6.0
c3_per_doc_pseudonym,C3 per-doc pseudonym,P0028,T2,5,0,0,P0101,0,0.18181818181818182,0.18181818181818182,2.0,2.0
c3_per_doc_pseudonym,C3 per-doc pseudonym,P0029,T3,5,1,2,P0029,1,0.6363636363636364,0.6363636363636364,7.0,7.0
c3_per_doc_pseudonym,C3 per-doc pseudonym,P0031,T2,5,0,0,P0047,0,0.18181818181818182,0.18181818181818182,2.0,2.0
c3_per_doc_pseudonym,C3 per-doc pseudonym,P0032,T3,5,1,2,P0032,1,0.6363636363636364,0.6363636363636364,7.0,7.0
c3_per_doc_pseudonym,C3 per-doc pseudonym,P0033,T1,5,0,0,P0056,0,0.2727272727272727,0.2727272727272727,3.0,3.0
c3_per_doc_pseudonym,C3 per-doc pseudonym,P0034,T2,5,0,0,P0113,0,0.2727272727272727,0.2727272727272727,3.0,3.0
c3_per_doc_pseudonym,C3 per-doc pseudonym,P0036,T1,5,0,0,P0083,0,0.18181818181818182,0.18181818181818182,2.0,2.0
c3_per_doc_pseudonym,C3 per-doc pseudonym,P0037,T2,5,0,0,P0014,0,0.5454545454545454,0.5454545454545454,6.0,6.0
c3_per_doc_pseudonym,C3 per-doc pseudonym,P0038,T3,5,1,2,P0038,1,0.6363636363636364,0.6363636363636364,7.0,7.0
c3_per_doc_pseudonym,C3 per-doc pseudonym,P0039,T1,5,0,0,P0101,0,0.2727272727272727,0.2727272727272727,3.0,3.0
c3_per_doc_pseudonym,C3 per-doc pseudonym,P0041,T3,5,1,4,P0041,1,0.8181818181818182,0.8181818181818182,9.0,9.0
c3_per_doc_pseudonym,C3 per-doc pseudonym,P0042,T1,5,0,0,P0020,0,0.5454545454545454,0.5454545454545454,6.0,6.0
c3_per_doc_pseudonym,C3 per-doc pseudonym,P0043,T2,5,0,0,P0074,0,0.2727272727272727,0.2727272727272727,3.0,3.0
c3_per_doc_pseudonym,C3 per-doc pseudonym,P0044,T3,5,1,2,P0044,1,0.6363636363636364,0.6363636363636364,7.0,7.0
c3_per_doc_pseudonym,C3 per-doc pseudonym,P0046,T2,5,0,0,P0107,0,0.36363636363636365,0.36363636363636365,4.0,4.0
c3_per_doc_pseudonym,C3 per-doc pseudonym,P0047,T3,5,1,1,P0047,1,0.2727272727272727,0.2727272727272727,3.0,3.0
c3_per_doc_pseudonym,C3 per-doc pseudonym,P0048,T1,5,0,0,P0092,0,0.5454545454545454,0.5454545454545454,6.0,6.0
c3_per_doc_pseudonym,C3 per-doc pseudonym,P0049,T2,5,0,0,P0092,0,0.45454545454545453,0.45454545454545453,5.0,5.0
c3_per_doc_pseudonym,C3 per-doc pseudonym,P0051,T1,5,0,0,P0011,0,0.2727272727272727,0.2727272727272727,3.0,3.0
c3_per_doc_pseudonym,C3 per-doc pseudonym,P0052,T2,5,0,0,P0107,0,0.7272727272727273,0.7272727272727273,8.0,8.0
c3_per_doc_pseudonym,C3 per-doc pseudonym,P0053,T3,5,1,3,P0053,1,0.7272727272727273,0.7272727272727273,8.0,8.0
c3_per_doc_pseudonym,C3 per-doc pseudonym,P0054,T1,5,0,0,P0014,0,0.45454545454545453,0.45454545454545453,5.0,5.0
c3_per_doc_pseudonym,C3 per-doc pseudonym,P0056,T3,5,1,2,P0056,1,0.6363636363636364,0.6363636363636364,7.0,7.0
c3_per_doc_pseudonym,C3 per-doc pseudonym,P0057,T1,5,0,0,P0101,0,0.2727272727272727,0.2727272727272727,3.0,3.0
c3_per_doc_pseudonym,C3 per-doc pseudonym,P0058,T2,5,0,0,P0065,0,0.2727272727272727,0.2727272727272727,3.0,3.0
c3_per_doc_pseudonym,C3 per-doc pseudonym,P0059,T3,5,1,2,P0059,1,0.6363636363636364,0.6363636363636364,7.0,7.0
c3_per_doc_pseudonym,C3 per-doc pseudonym,P0061,T2,5,0,0,P0053,0,0.5454545454545454,0.5454545454545454,6.0,6.0
c3_per_doc_pseudonym,C3 per-doc pseudonym,P0062,T3,5,1,3,P0062,1,0.7272727272727273,0.7272727272727273,8.0,8.0
c3_per_doc_pseudonym,C3 per-doc pseudonym,P0063,T1,5,0,0,P0104,0,0.6363636363636364,0.6363636363636364,7.0,7.0
c3_per_doc_pseudonym,C3 per-doc pseudonym,P0064,T2,5,0,0,P0002,0,0.45454545454545453,0.45454545454545453,5.0,5.0
c3_per_doc_pseudonym,C3 per-doc pseudonym,P0066,T1,5,0,0,P0026,0,0.5454545454545454,0.5454545454545454,6.0,6.0
c3_per_doc_pseudonym,C3 per-doc pseudonym,P0067,T2,5,0,0,P0002,0,0.2727272727272727,0.2727272727272727,3.0,3.0
c3_per_doc_pseudonym,C3 per-doc pseudonym,P0068,T3,5,1,2,P0068,1,0.6363636363636364,0.6363636363636364,7.0,7.0
c3_per_doc_pseudonym,C3 per-doc pseudonym,P0069,T1,5,0,0,P0017,0,0.45454545454545453,0.45454545454545453,5.0,5.0
c3_per_doc_pseudonym,C3 per-doc pseudonym,P0071,T3,5,1,2,P0071,1,0.6363636363636364,0.6363636363636364,7.0,7.0
c3_per_doc_pseudonym,C3 per-doc pseudonym,P0072,T1,5,0,0,P0053,0,0.45454545454545453,0.45454545454545453,5.0,5.0
c3_per_doc_pseudonym,C3 per-doc pseudonym,P0073,T2,5,0,0,P0062,0,0.45454545454545453,0.45454545454545453,5.0,5.0
c3_per_doc_pseudonym,C3 per-doc pseudonym,P0074,T3,5,1,4,P0074,1,0.8181818181818182,0.8181818181818182,9.0,9.0
c3_per_doc_pseudonym,C3 per-doc pseudonym,P0076,T2,5,0,0,P0035,0,0.18181818181818182,0.18181818181818182,2.0,2.0
c3_per_doc_pseudonym,C3 per-doc pseudonym,P0077,T3,5,1,3,P0077,1,0.7272727272727273,0.7272727272727273,8.0,8.0
c3_per_doc_pseudonym,C3 per-doc pseudonym,P0078,T1,5,0,0,P0086,0,0.2727272727272727,0.2727272727272727,3.0,3.0
c3_per_doc_pseudonym,C3 per-doc pseudonym,P0079,T2,5,0,0,P0089,0,0.2727272727272727,0.2727272727272727,3.0,3.0
c3_per_doc_pseudonym,C3 per-doc pseudonym,P0081,T1,5,0,0,P0053,0,0.5454545454545454,0.5454545454545454,6.0,6.0
c3_per_doc_pseudonym,C3 per-doc pseudonym,P0082,T2,5,0,0,P0017,0,0.45454545454545453,0.45454545454545453,5.0,5.0
c3_per_doc_pseudonym,C3 per-doc pseudonym,P0083,T3,5,1,3,P0083,1,0.7272727272727273,0.7272727272727273,8.0,8.0
c3_per_doc_pseudonym,C3 per-doc pseudonym,P0084,T1,5,0,0,P0011,0,0.18181818181818182,0.18181818181818182,2.0,2.0
c3_per_doc_pseudonym,C3 per-doc pseudonym,P0086,T3,5,1,3,P0086,1,0.7272727272727273,0.7272727272727273,8.0,8.0
c3_per_doc_pseudonym,C3 per-doc pseudonym,P0087,T1,5,0,0,P0074,0,0.36363636363636365,0.36363636363636365,4.0,4.0
c3_per_doc_pseudonym,C3 per-doc pseudonym,P0088,T2,5,0,0,P0065,0,0.45454545454545453,0.45454545454545453,5.0,5.0
c3_per_doc_pseudonym,C3 per-doc pseudonym,P0089,T3,5,1,2,P0089,1,0.6363636363636364,0.6363636363636364,7.0,7.0
c3_per_doc_pseudonym,C3 per-doc pseudonym,P0091,T2,5,0,0,P0011,0,0.2727272727272727,0.2727272727272727,3.0,3.0
c3_per_doc_pseudonym,C3 per-doc pseudonym,P0092,T3,5,1,3,P0092,1,0.7272727272727273,0.7272727272727273,8.0,8.0
c3_per_doc_pseudonym,C3 per-doc pseudonym,P0093,T1,5,0,0,P0044,0,0.2727272727272727,0.2727272727272727,3.0,3.0
c3_per_doc_pseudonym,C3 per-doc pseudonym,P0094,T2,5,0,0,P0065,0,0.6363636363636364,0.6363636363636364,7.0,7.0
c3_per_doc_pseudonym,C3 per-doc pseudonym,P0096,T1,5,0,0,P0083,0,0.5454545454545454,0.5454545454545454,6.0,6.0
c3_per_doc_pseudonym,C3 per-doc pseudonym,P0097,T2,5,0,0,P0119,0,0.2727272727272727,0.2727272727272727,3.0,3.0
c3_per_doc_pseudonym,C3 per-doc pseudonym,P0098,T3,5,1,3,P0098,1,0.7272727272727273,0.7272727272727273,8.0,8.0
c3_per_doc_pseudonym,C3 per-doc pseudonym,P0099,T1,5,0,0,P0071,0,0.5454545454545454,0.5454545454545454,6.0,6.0
c3_per_doc_pseudonym,C3 per-doc pseudonym,P0101,T3,5,1,3,P0101,1,0.7272727272727273,0.7272727272727273,8.0,8.0
c3_per_doc_pseudonym,C3 per-doc pseudonym,P0102,T1,5,0,0,P0110,0,0.36363636363636365,0.36363636363636365,4.0,4.0
c3_per_doc_pseudonym,C3 per-doc pseudonym,P0103,T2,5,0,0,P0038,0,0.6363636363636364,0.6363636363636364,7.0,7.0
c3_per_doc_pseudonym,C3 per-doc pseudonym,P0104,T3,5,1,3,P0104,1,0.7272727272727273,0.7272727272727273,8.0,8.0
c3_per_doc_pseudonym,C3 per-doc pseudonym,P0106,T2,5,0,0,P0098,0,0.45454545454545453,0.45454545454545453,5.0,5.0
c3_per_doc_pseudonym,C3 per-doc pseudonym,P0107,T3,5,1,3,P0107,1,0.7272727272727273,0.7272727272727273,8.0,8.0
c3_per_doc_pseudonym,C3 per-doc pseudonym,P0108,T1,5,0,0,P0014,0,0.45454545454545453,0.45454545454545453,5.0,5.0
c3_per_doc_pseudonym,C3 per-doc pseudonym,P0109,T2,5,0,0,P0056,0,0.09090909090909091,0.09090909090909091,1.0,1.0
c3_per_doc_pseudonym,C3 per-doc pseudonym,P0111,T1,5,0,0,P0116,0,0.36363636363636365,0.36363636363636365,4.0,4.0
c3_per_doc_pseudonym,C3 per-doc pseudonym,P0112,T2,5,0,0,P0086,0,0.45454545454545453,0.45454545454545453,5.0,5.0
c3_per_doc_pseudonym,C3 per-doc pseudonym,P0113,T3,5,1,4,P0113,1,0.8181818181818182,0.8181818181818182,9.0,9.0
c3_per_doc_pseudonym,C3 per-doc pseudonym,P0114,T1,5,0,0,P0086,0,0.2727272727272727,0.2727272727272727,3.0,3.0
c3_per_doc_pseudonym,C3 per-doc pseudonym,P0116,T3,5,1,3,P0116,1,0.7272727272727273,0.7272727272727273,8.0,8.0
c3_per_doc_pseudonym,C3 per-doc pseudonym,P0117,T1,5,0,0,P0050,0,0.18181818181818182,0.18181818181818182,2.0,2.0
c3_per_doc_pseudonym,C3 per-doc pseudonym,P0118,T2,5,0,0,P0095,0,0.2727272727272727,0.2727272727272727,3.0,3.0
c3_per_doc_pseudonym,C3 per-doc pseudonym,P0119,T3,5,1,2,P0119,1,0.6363636363636364,0.6363636363636364,7.0,7.0
c4_doc_local_anon,C4 doc-local proxy,P0001,T2,5,0,0,P0008,0,0.36363636363636365,0.36363636363636365,4.0,4.0
c4_doc_local_anon,C4 doc-local proxy,P0002,T3,5,1,3,P0002,1,0.7272727272727273,0.9090909090909091,8.0,10.0
c4_doc_local_anon,C4 doc-local proxy,P0003,T1,5,0,0,P0032,0,0.36363636363636365,0.36363636363636365,4.0,4.0
c4_doc_local_anon,C4 doc-local proxy,P0004,T2,5,0,0,P0050,0,0.2727272727272727,0.2727272727272727,3.0,3.0
c4_doc_local_anon,C4 doc-local proxy,P0006,T1,5,0,0,P0026,0,0.36363636363636365,0.36363636363636365,4.0,4.0
c4_doc_local_anon,C4 doc-local proxy,P0007,T2,5,0,0,P0089,0,0.45454545454545453,0.45454545454545453,5.0,5.0
c4_doc_local_anon,C4 doc-local proxy,P0008,T3,5,1,2,P0008,1,0.6363636363636364,0.7272727272727273,7.0,8.0
c4_doc_local_anon,C4 doc-local proxy,P0009,T1,5,0,0,P0104,0,0.36363636363636365,0.36363636363636365,4.0,4.0
c4_doc_local_anon,C4 doc-local proxy,P0011,T3,5,1,1,P0011,1,0.36363636363636365,0.36363636363636365,4.0,4.0
c4_doc_local_anon,C4 doc-local proxy,P0012,T1,5,0,0,P0020,0,0.36363636363636365,0.45454545454545453,4.0,5.0
c4_doc_local_anon,C4 doc-local proxy,P0013,T2,5,0,0,P0107,0,0.5454545454545454,0.5454545454545454,6.0,6.0
c4_doc_local_anon,C4 doc-local proxy,P0014,T3,5,1,4,P0014,1,0.8181818181818182,1.0,9.0,11.0
c4_doc_local_anon,C4 doc-local proxy,P0016,T2,5,0,0,P0053,0,0.6363636363636364,0.6363636363636364,7.0,7.0
c4_doc_local_anon,C4 doc-local proxy,P0017,T3,5,1,4,P0017,1,0.8181818181818182,1.0,9.0,11.0
c4_doc_local_anon,C4 doc-local proxy,P0018,T1,5,0,0,P0059,0,0.45454545454545453,0.45454545454545453,5.0,5.0
c4_doc_local_anon,C4 doc-local proxy,P0019,T2,5,0,0,P0110,0,0.2727272727272727,0.2727272727272727,3.0,3.0
c4_doc_local_anon,C4 doc-local proxy,P0021,T1,5,0,0,P0029,0,0.45454545454545453,0.5454545454545454,5.0,6.0
c4_doc_local_anon,C4 doc-local proxy,P0022,T2,5,0,0,P0113,0,0.45454545454545453,0.5454545454545454,5.0,6.0
c4_doc_local_anon,C4 doc-local proxy,P0023,T3,5,1,4,P0023,1,0.8181818181818182,1.0,9.0,11.0
c4_doc_local_anon,C4 doc-local proxy,P0024,T1,5,0,0,P0065,0,0.36363636363636365,0.45454545454545453,4.0,5.0
c4_doc_local_anon,C4 doc-local proxy,P0026,T3,5,1,3,P0026,1,0.7272727272727273,0.9090909090909091,8.0,10.0
c4_doc_local_anon,C4 doc-local proxy,P0027,T1,5,0,0,P0116,0,0.45454545454545453,0.45454545454545453,5.0,5.0
c4_doc_local_anon,C4 doc-local proxy,P0028,T2,5,0,0,P0101,0,0.2727272727272727,0.2727272727272727,3.0,3.0
c4_doc_local_anon,C4 doc-local proxy,P0029,T3,5,1,2,P0029,1,0.6363636363636364,0.7272727272727273,7.0,8.0
c4_doc_local_anon,C4 doc-local proxy,P0031,T2,5,0,0,P0047,0,0.2727272727272727,0.2727272727272727,3.0,3.0
c4_doc_local_anon,C4 doc-local proxy,P0032,T3,5,1,3,P0032,1,0.7272727272727273,0.9090909090909091,8.0,10.0
c4_doc_local_anon,C4 doc-local proxy,P0033,T1,5,0,0,P0056,0,0.2727272727272727,0.2727272727272727,3.0,3.0
c4_doc_local_anon,C4 doc-local proxy,P0034,T2,5,0,0,P0113,0,0.18181818181818182,0.18181818181818182,2.0,2.0
c4_doc_local_anon,C4 doc-local proxy,P0036,T1,5,0,0,P0083,0,0.18181818181818182,0.18181818181818182,2.0,2.0
c4_doc_local_anon,C4 doc-local proxy,P0037,T2,5,0,0,P0014,0,0.6363636363636364,0.7272727272727273,7.0,8.0
c4_doc_local_anon,C4 doc-local proxy,P0038,T3,5,1,2,P0038,1,0.6363636363636364,0.7272727272727273,7.0,8.0
c4_doc_local_anon,C4 doc-local proxy,P0039,T1,5,0,0,P0101,0,0.5454545454545454,0.5454545454545454,6.0,6.0
c4_doc_local_anon,C4 doc-local proxy,P0041,T3,5,1,4,P0041,1,0.8181818181818182,1.0,9.0,11.0
c4_doc_local_anon,C4 doc-local proxy,P0042,T1,5,0,0,P0020,0,0.45454545454545453,0.5454545454545454,5.0,6.0
c4_doc_local_anon,C4 doc-local proxy,P0043,T2,5,0,0,P0074,0,0.36363636363636365,0.36363636363636365,4.0,4.0
c4_doc_local_anon,C4 doc-local proxy,P0044,T3,5,1,2,P0044,1,0.6363636363636364,0.7272727272727273,7.0,8.0
c4_doc_local_anon,C4 doc-local proxy,P0046,T2,5,0,0,P0107,0,0.36363636363636365,0.36363636363636365,4.0,4.0
c4_doc_local_anon,C4 doc-local proxy,P0047,T3,5,1,1,P0047,1,0.36363636363636365,0.36363636363636365,4.0,4.0
c4_doc_local_anon,C4 doc-local proxy,P0048,T1,5,0,0,P0077,0,0.36363636363636365,0.36363636363636365,4.0,4.0
c4_doc_local_anon,C4 doc-local proxy,P0049,T2,5,0,0,P0092,0,0.5454545454545454,0.5454545454545454,6.0,6.0
c4_doc_local_anon,C4 doc-local proxy,P0051,T1,5,0,0,P0011,0,0.2727272727272727,0.2727272727272727,3.0,3.0
c4_doc_local_anon,C4 doc-local proxy,P0052,T2,5,0,0,P0107,0,0.6363636363636364,0.7272727272727273,7.0,8.0
c4_doc_local_anon,C4 doc-local proxy,P0053,T3,5,1,4,P0053,1,0.8181818181818182,1.0,9.0,11.0
c4_doc_local_anon,C4 doc-local proxy,P0054,T1,5,0,0,P0014,0,0.45454545454545453,0.5454545454545454,5.0,6.0
c4_doc_local_anon,C4 doc-local proxy,P0056,T3,5,1,3,P0056,1,0.7272727272727273,0.9090909090909091,8.0,10.0
c4_doc_local_anon,C4 doc-local proxy,P0057,T1,5,0,0,P0101,0,0.36363636363636365,0.36363636363636365,4.0,4.0
c4_doc_local_anon,C4 doc-local proxy,P0058,T2,5,0,0,P0065,0,0.36363636363636365,0.36363636363636365,4.0,4.0
c4_doc_local_anon,C4 doc-local proxy,P0059,T3,5,1,2,P0059,1,0.6363636363636364,0.7272727272727273,7.0,8.0
c4_doc_local_anon,C4 doc-local proxy,P0061,T2,5,0,0,P0053,0,0.6363636363636364,0.7272727272727273,7.0,8.0
c4_doc_local_anon,C4 doc-local proxy,P0062,T3,5,1,3,P0062,1,0.7272727272727273,0.9090909090909091,8.0,10.0
c4_doc_local_anon,C4 doc-local proxy,P0063,T1,5,0,0,P0092,0,0.36363636363636365,0.36363636363636365,4.0,4.0
c4_doc_local_anon,C4 doc-local proxy,P0064,T2,5,0,0,P0026,0,0.2727272727272727,0.2727272727272727,3.0,3.0
c4_doc_local_anon,C4 doc-local proxy,P0066,T1,5,0,0,P0026,0,0.45454545454545453,0.45454545454545453,5.0,5.0
c4_doc_local_anon,C4 doc-local proxy,P0067,T2,5,0,0,P0026,0,0.2727272727272727,0.2727272727272727,3.0,3.0
c4_doc_local_anon,C4 doc-local proxy,P0068,T3,5,1,2,P0068,1,0.6363636363636364,0.7272727272727273,7.0,8.0
c4_doc_local_anon,C4 doc-local proxy,P0069,T1,5,0,0,P0017,0,0.45454545454545453,0.5454545454545454,5.0,6.0
