condition,persona_id,risk_tier,top1_doc_hit,hit_at_5,hit_at_10,multi_doc_at_10,target_docs_at_10,target_doc_recall_at_10,first_target_rank,mrr,top_doc_persona
c4_doc_local_anon,P0042,T1,0,0,0,0,0,0.0,52,0.019230769230769232,P0020
c4_doc_local_anon,P0043,T2,0,0,0,0,0,0.0,22,0.045454545454545456,P0074
c4_doc_local_anon,P0044,T3,1,1,1,1,3,0.75,1,1.0,P0044
c4_doc_local_anon,P0046,T2,0,0,0,0,0,0.0,29,0.034482758620689655,P0107
c4_doc_local_anon,P0047,T3,1,1,1,1,3,0.75,1,1.0,P0047
c4_doc_local_anon,P0048,T1,0,0,0,0,0,0.0,37,0.02702702702702703,P0077
c4_doc_local_anon,P0049,T2,0,0,0,0,0,0.0,26,0.038461538461538464,P0092
c4_doc_local_anon,P0051,T1,0,0,0,0,0,0.0,84,0.011904761904761904,P0011
c4_doc_local_anon,P0052,T2,0,0,0,0,0,0.0,37,0.02702702702702703,P0107
c4_doc_local_anon,P0053,T3,1,1,1,1,4,1.0,1,1.0,P0053
c4_doc_local_anon,P0054,T1,0,0,0,0,0,0.0,54,0.018518518518518517,P0014
c4_doc_local_anon,P0056,T3,1,1,1,1,4,1.0,1,1.0,P0056
c4_doc_local_anon,P0057,T1,0,0,0,0,0,0.0,48,0.020833333333333332,P0101
c4_doc_local_anon,P0058,T2,0,0,0,0,0,0.0,24,0.041666666666666664,P0065
c4_doc_local_anon,P0059,T3,1,1,1,1,4,1.0,1,1.0,P0059
c4_doc_local_anon,P0061,T2,0,0,0,0,0,0.0,19,0.05263157894736842,P0053
c4_doc_local_anon,P0062,T3,1,1,1,1,4,1.0,1,1.0,P0062
c4_doc_local_anon,P0063,T1,0,0,0,0,0,0.0,72,0.013888888888888888,P0092
c4_doc_local_anon,P0064,T2,0,0,0,0,0,0.0,41,0.024390243902439025,P0026
c4_doc_local_anon,P0066,T1,0,0,0,0,0,0.0,72,0.013888888888888888,P0026
c4_doc_local_anon,P0067,T2,0,0,0,0,0,0.0,21,0.047619047619047616,P0026
c4_doc_local_anon,P0068,T3,1,1,1,1,3,0.75,1,1.0,P0068
c4_doc_local_anon,P0069,T1,0,0,0,0,0,0.0,59,0.01694915254237288,P0017
c4_doc_local_anon,P0071,T3,1,1,1,1,4,1.0,1,1.0,P0071
c4_doc_local_anon,P0072,T1,0,0,0,0,0,0.0,70,0.014285714285714285,P0053
c4_doc_local_anon,P0073,T2,0,0,0,0,0,0.0,26,0.038461538461538464,P0062
c4_doc_local_anon,P0074,T3,1,1,1,1,4,1.0,1,1.0,P0074
c4_doc_local_anon,P0076,T2,0,0,0,0,0,0.0,29,0.034482758620689655,P0035
c4_doc_local_anon,P0077,T3,1,1,1,1,4,1.0,1,1.0,P0077
c4_doc_local_anon,P0078,T1,0,0,0,0,0,0.0,47,0.02127659574468085,P0026
c4_doc_local_anon,P0079,T2,0,0,0,0,0,0.0,31,0.03225806451612903,P0089
c4_doc_local_anon,P0081,T1,0,0,0,0,0,0.0,53,0.018867924528301886,P0053
c4_doc_local_anon,P0082,T2,0,0,0,0,0,0.0,15,0.06666666666666667,P0017
c4_doc_local_anon,P0083,T3,1,1,1,1,4,1.0,1,1.0,P0083
c4_doc_local_anon,P0084,T1,0,0,0,0,0,0.0,51,0.0196078431372549,P0044
c4_doc_local_anon,P0086,T3,1,1,1,1,4,1.0,1,1.0,P0086
c4_doc_local_anon,P0087,T1,0,0,0,0,0,0.0,71,0.014084507042253521,P0074
c4_doc_local_anon,P0088,T2,0,0,0,0,0,0.0,23,0.043478260869565216,P0065
c4_doc_local_anon,P0089,T3,1,1,1,1,4,1.0,1,1.0,P0089
c4_doc_local_anon,P0091,T2,0,0,0,0,0,0.0,30,0.03333333333333333,P0011
c4_doc_local_anon,P0092,T3,1,1,1,1,4,1.0,1,1.0,P0092
c4_doc_local_anon,P0093,T1,0,0,0,0,0,0.0,55,0.01818181818181818,P0044
c4_doc_local_anon,P0094,T2,0,0,0,0,0,0.0,37,0.02702702702702703,P0065
c4_doc_local_anon,P0096,T1,0,0,0,0,0,0.0,64,0.015625,P0026
c4_doc_local_anon,P0097,T2,0,0,0,0,0,0.0,49,0.02040816326530612,P0119
c4_doc_local_anon,P0098,T3,1,1,1,1,3,0.75,1,1.0,P0098
c4_doc_local_anon,P0099,T1,0,0,0,0,0,0.0,47,0.02127659574468085,P0017
c4_doc_local_anon,P0101,T3,1,1,1,1,4,1.0,1,1.0,P0101
c4_doc_local_anon,P0102,T1,0,0,0,0,0,0.0,50,0.02,P0110
c4_doc_local_anon,P0103,T2,0,0,0,0,0,0.0,39,0.02564102564102564,P0038
c4_doc_local_anon,P0104,T3,1,1,1,1,4,1.0,1,1.0,P0104
c4_doc_local_anon,P0106,T2,0,0,0,0,0,0.0,11,0.09090909090909091,P0074
c4_doc_local_anon,P0107,T3,1,1,1,1,4,1.0,1,1.0,P0107
c4_doc_local_anon,P0108,T1,0,0,0,0,0,0.0,75,0.013333333333333334,P0014
c4_doc_local_anon,P0109,T2,0,0,0,0,0,0.0,46,0.021739130434782608,P0119
c4_doc_local_anon,P0111,T1,0,0,0,0,0,0.0,50,0.02,P0116
c4_doc_local_anon,P0112,T2,0,0,0,0,0,0.0,31,0.03225806451612903,P0086
c4_doc_local_anon,P0113,T3,1,1,1,1,4,1.0,1,1.0,P0113
c4_doc_local_anon,P0114,T1,0,0,0,0,0,0.0,51,0.0196078431372549,P0104
c4_doc_local_anon,P0116,T3,1,1,1,1,4,1.0,1,1.0,P0116
c4_doc_local_anon,P0117,T1,0,0,0,0,0,0.0,46,0.021739130434782608,P0005
c4_doc_local_anon,P0118,T2,0,0,0,0,0,0.0,43,0.023255813953488372,P0095
c4_doc_local_anon,P0119,T3,1,1,1,1,4,1.0,1,1.0,P0119
c5_linkguard,P0001,T2,0,0,0,0,0,0.0,25,0.04,P0107
c5_linkguard,P0002,T3,1,1,1,0,1,0.25,1,1.0,P0002
c5_linkguard,P0003,T1,0,0,0,0,0,0.0,35,0.02857142857142857,P0079
c5_linkguard,P0004,T2,0,0,0,0,0,0.0,26,0.038461538461538464,P0014
c5_linkguard,P0006,T1,0,0,0,0,0,0.0,61,0.01639344262295082,P0067
c5_linkguard,P0007,T2,0,0,1,0,1,0.25,8,0.125,P0089
c5_linkguard,P0008,T3,0,1,1,0,1,0.25,4,0.25,P0014
c5_linkguard,P0009,T1,0,0,0,0,0,0.0,61,0.01639344262295082,P0082
c5_linkguard,P0011,T3,0,1,1,0,1,0.25,2,0.5,P0110
c5_linkguard,P0012,T1,0,0,0,0,0,0.0,25,0.04,P0082
c5_linkguard,P0013,T2,0,0,0,0,0,0.0,35,0.02857142857142857,P0035
c5_linkguard,P0014,T3,0,0,1,0,1,0.25,7,0.14285714285714285,P0008
c5_linkguard,P0016,T2,0,0,0,0,0,0.0,12,0.08333333333333333,P0032
c5_linkguard,P0017,T3,1,1,1,0,1,0.25,1,1.0,P0017
c5_linkguard,P0018,T1,0,0,0,0,0,0.0,23,0.043478260869565216,P0044
c5_linkguard,P0019,T2,0,0,0,0,0,0.0,21,0.047619047619047616,P0011
c5_linkguard,P0021,T1,0,0,0,0,0,0.0,11,0.09090909090909091,P0011
c5_linkguard,P0022,T2,0,0,0,0,0,0.0,14,0.07142857142857142,P0110
c5_linkguard,P0023,T3,0,0,0,0,0,0.0,18,0.05555555555555555,P0082
c5_linkguard,P0024,T1,0,0,0,0,0,0.0,26,0.038461538461538464,P0005
c5_linkguard,P0026,T3,0,0,1,0,1,0.25,7,0.14285714285714285,P0011
c5_linkguard,P0027,T1,0,0,0,0,0,0.0,30,0.03333333333333333,P0011
c5_linkguard,P0028,T2,0,0,0,0,0,0.0,16,0.0625,P0044
c5_linkguard,P0029,T3,0,1,1,0,1,0.25,3,0.3333333333333333,P0011
c5_linkguard,P0031,T2,0,0,0,0,0,0.0,35,0.02857142857142857,P0065
c5_linkguard,P0032,T3,0,0,1,0,1,0.25,6,0.16666666666666666,P0113
c5_linkguard,P0033,T1,0,0,0,0,0,0.0,36,0.027777777777777776,P0080
c5_linkguard,P0034,T2,0,1,1,0,1,0.25,5,0.2,P0004
c5_linkguard,P0036,T1,0,0,0,0,0,0.0,27,0.037037037037037035,P0085
c5_linkguard,P0037,T2,0,1,1,0,1,0.25,4,0.25,P0112
c5_linkguard,P0038,T3,0,0,0,0,0,0.0,25,0.04,P0007
c5_linkguard,P0039,T1,0,0,0,0,0,0.0,42,0.023809523809523808,P0044
c5_linkguard,P0041,T3,0,0,1,0,1,0.25,10,0.1,P0044
c5_linkguard,P0042,T1,0,0,0,0,0,0.0,17,0.058823529411764705,P0104
c5_linkguard,P0043,T2,0,0,1,0,1,0.25,10,0.1,P0104
c5_linkguard,P0044,T3,0,1,1,0,1,0.25,3,0.3333333333333333,P0086
c5_linkguard,P0046,T2,0,0,1,0,1,0.25,10,0.1,P0089
c5_linkguard,P0047,T3,0,0,1,0,1,0.25,6,0.16666666666666666,P0044
c5_linkguard,P0048,T1,0,0,0,0,0,0.0,17,0.058823529411764705,P0076
c5_linkguard,P0049,T2,0,0,0,0,0,0.0,18,0.05555555555555555,P0020
c5_linkguard,P0051,T1,0,0,0,0,0,0.0,49,0.02040816326530612,P0023
c5_linkguard,P0052,T2,0,0,0,0,0,0.0,26,0.038461538461538464,P0089
c5_linkguard,P0053,T3,0,0,0,0,0,0.0,18,0.05555555555555555,P0007
c5_linkguard,P0054,T1,0,0,0,0,0,0.0,35,0.02857142857142857,P0076
c5_linkguard,P0056,T3,0,0,1,0,1,0.25,9,0.1111111111111111,P0044
c5_linkguard,P0057,T1,0,1,1,0,1,0.25,2,0.5,P0060
c5_linkguard,P0058,T2,0,1,1,0,1,0.25,4,0.25,P0113
c5_linkguard,P0059,T3,0,0,1,0,1,0.25,10,0.1,P0119
c5_linkguard,P0061,T2,0,0,1,0,1,0.25,10,0.1,P0119
c5_linkguard,P0062,T3,0,0,1,0,1,0.25,7,0.14285714285714285,P0119
c5_linkguard,P0063,T1,0,0,0,0,0,0.0,25,0.04,P0008
c5_linkguard,P0064,T2,0,1,1,0,1,0.25,2,0.5,P0079
c5_linkguard,P0066,T1,0,0,0,0,0,0.0,17,0.058823529411764705,P0005
c5_linkguard,P0067,T2,0,1,1,0,1,0.25,4,0.25,P0079
c5_linkguard,P0068,T3,0,1,1,0,1,0.25,5,0.2,P0044
c5_linkguard,P0069,T1,0,0,0,0,0,0.0,49,0.02040816326530612,P0005
c5_linkguard,P0071,T3,0,0,0,0,0,0.0,18,0.05555555555555555,P0115
c5_linkguard,P0072,T1,0,0,0,0,0,0.0,72,0.013888888888888888,P0107
c5_linkguard,P0073,T2,0,0,0,0,0,0.0,41,0.024390243902439025,P0086
c5_linkguard,P0074,T3,0,0,1,0,1,0.25,8,0.125,P0011
c5_linkguard,P0076,T2,0,0,0,0,0,0.0,12,0.08333333333333333,P0023
c5_linkguard,P0077,T3,0,0,0,0,0,0.0,17,0.058823529411764705,P0014
c5_linkguard,P0078,T1,0,0,0,0,0,0.0,25,0.04,P0005
c5_linkguard,P0079,T2,0,1,1,0,1,0.25,5,0.2,P0086
c5_linkguard,P0081,T1,0,0,0,0,0,0.0,40,0.025,P0110
c5_linkguard,P0082,T2,1,1,1,0,1,0.25,1,1.0,P0082
c5_linkguard,P0083,T3,0,0,1,0,1,0.25,6,0.16666666666666666,P0086
c5_linkguard,P0084,T1,0,0,0,0,0,0.0,19,0.05263157894736842,P0014
c5_linkguard,P0086,T3,0,0,0,0,0,0.0,14,0.07142857142857142,P0044
c5_linkguard,P0087,T1,0,0,0,0,0,0.0,39,0.02564102564102564,P0109
c5_linkguard,P0088,T2,0,0,0,0,0,0.0,22,0.045454545454545456,P0005
c5_linkguard,P0089,T3,0,0,1,0,1,0.25,6,0.16666666666666666,P0071
c5_linkguard,P0091,T2,0,0,0,0,0,0.0,20,0.05,P0005
c5_linkguard,P0092,T3,0,0,1,0,1,0.25,8,0.125,P0050
c5_linkguard,P0093,T1,0,0,0,0,0,0.0,27,0.037037037037037035,P0011
c5_linkguard,P0094,T2,0,0,0,0,0,0.0,27,0.037037037037037035,P0014
c5_linkguard,P0096,T1,0,0,0,0,0,0.0,54,0.018518518518518517,P0011
c5_linkguard,P0097,T2,0,1,1,0,1,0.25,4,0.25,P0091
c5_linkguard,P0098,T3,0,1,1,0,1,0.25,3,0.3333333333333333,P0110
c5_linkguard,P0099,T1,0,0,0,0,0,0.0,31,0.03225806451612903,P0104
c5_linkguard,P0101,T3,0,0,1,0,1,0.25,8,0.125,P0044
c5_linkguard,P0102,T1,0,0,0,0,0,0.0,15,0.06666666666666667,P0065
c5_linkguard,P0103,T2,0,0,0,0,0,0.0,22,0.045454545454545456,P0109
c5_linkguard,P0104,T3,0,0,0,0,0,0.0,11,0.09090909090909091,P0013
c5_linkguard,P0106,T2,0,0,1,0,1,0.25,6,0.16666666666666666,P0007
c5_linkguard,P0107,T3,0,0,0,0,0,0.0,15,0.06666666666666667,P0031
c5_linkguard,P0108,T1,0,0,0,0,0,0.0,31,0.03225806451612903,P0115
c5_linkguard,P0109,T2,1,1,1,0,1,0.25,1,1.0,P0109
c5_linkguard,P0111,T1,0,0,0,0,0,0.0,31,0.03225806451612903,P0020
c5_linkguard,P0112,T2,0,0,1,0,1,0.25,10,0.1,P0013
c5_linkguard,P0113,T3,1,1,1,0,1,0.25,1,1.0,P0113
c5_linkguard,P0114,T1,0,0,0,0,0,0.0,17,0.058823529411764705,P0071
c5_linkguard,P0116,T3,0,0,0,0,0,0.0,20,0.05,P0005
c5_linkguard,P0117,T1,0,0,0,0,0,0.0,27,0.037037037037037035,P0011
c5_linkguard,P0118,T2,0,0,1,1,2,0.5,8,0.125,P0004
c5_linkguard,P0119,T3,1,1,1,0,1,0.25,1,1.0,P0119
c6_aggressive_redaction,P0001,T2,0,0,0,0,0,0.0,46,0.021739130434782608,P0005
c6_aggressive_redaction,P0002,T3,0,0,0,0,0,0.0,153,0.006535947712418301,P0103
c6_aggressive_redaction,P0003,T1,0,0,0,0,0,0.0,194,0.005154639175257732,P0005
c6_aggressive_redaction,P0004,T2,0,0,0,0,0,0.0,213,0.004694835680751174,P0108
c6_aggressive_redaction,P0006,T1,0,0,0,0,0,0.0,12,0.08333333333333333,P0060
c6_aggressive_redaction,P0007,T2,0,0,0,0,0,0.0,99,0.010101010101010102,P0006
c6_aggressive_redaction,P0008,T3,0,0,0,0,0,0.0,25,0.04,P0103
c6_aggressive_redaction,P0009,T1,0,0,0,0,0,0.0,24,0.041666666666666664,P0004
c6_aggressive_redaction,P0011,T3,0,1,1,0,1,0.25,3,0.3333333333333333,P0005
c6_aggressive_redaction,P0012,T1,0,0,0,0,0,0.0,22,0.045454545454545456,P0103
c6_aggressive_redaction,P0013,T2,0,0,0,0,0,0.0,114,0.008771929824561403,P0006
c6_aggressive_redaction,P0014,T3,0,0,0,0,0,0.0,61,0.01639344262295082,P0103
c6_aggressive_redaction,P0016,T2,0,0,1,0,1,0.25,6,0.16666666666666666,P0004
c6_aggressive_redaction,P0017,T3,0,0,1,0,1,0.25,9,0.1111111111111111,P0005
c6_aggressive_redaction,P0018,T1,0,0,1,0,1,0.25,6,0.16666666666666666,P0006
c6_aggressive_redaction,P0019,T2,0,0,0,0,0,0.0,217,0.004608294930875576,P0006
c6_aggressive_redaction,P0021,T1,0,0,0,0,0,0.0,104,0.009615384615384616,P0005
c6_aggressive_redaction,P0022,T2,0,0,0,0,0,0.0,147,0.006802721088435374,P0006
c6_aggressive_redaction,P0023,T3,0,0,0,0,0,0.0,20,0.05,P0008
c6_aggressive_redaction,P0024,T1,0,0,0,0,0,0.0,87,0.011494252873563218,P0005
c6_aggressive_redaction,P0026,T3,0,0,0,0,0,0.0,170,0.0058823529411764705,P0103
c6_aggressive_redaction,P0027,T1,0,0,0,0,0,0.0,15,0.06666666666666667,P0006
c6_aggressive_redaction,P0028,T2,0,0,0,0,0,0.0,237,0.004219409282700422,P0084
c6_aggressive_redaction,P0029,T3,0,0,0,0,0,0.0,47,0.02127659574468085,P0006
c6_aggressive_redaction,P0031,T2,0,0,0,0,0,0.0,112,0.008928571428571428,P0008
c6_aggressive_redaction,P0032,T3,0,0,0,0,0,0.0,39,0.02564102564102564,P0119
c6_aggressive_redaction,P0033,T1,0,0,1,0,1,0.25,6,0.16666666666666666,P0114
c6_aggressive_redaction,P0034,T2,0,0,0,0,0,0.0,35,0.02857142857142857,P0109
c6_aggressive_redaction,P0036,T1,0,0,0,0,0,0.0,74,0.013513513513513514,P0019
c6_aggressive_redaction,P0037,T2,0,0,0,0,0,0.0,22,0.045454545454545456,P0108
c6_aggressive_redaction,P0038,T3,0,0,0,0,0,0.0,41,0.024390243902439025,P0004
c6_aggressive_redaction,P0039,T1,0,0,0,0,0,0.0,15,0.06666666666666667,P0114
c6_aggressive_redaction,P0041,T3,0,0,0,0,0,0.0,29,0.034482758620689655,P0005
c6_aggressive_redaction,P0042,T1,0,0,0,0,0,0.0,158,0.006329113924050633,P0005
c6_aggressive_redaction,P0043,T2,0,0,0,0,0,0.0,99,0.010101010101010102,P0005
c6_aggressive_redaction,P0044,T3,0,0,0,0,0,0.0,44,0.022727272727272728,P0022
c6_aggressive_redaction,P0046,T2,0,0,0,0,0,0.0,50,0.02,P0005
c6_aggressive_redaction,P0047,T3,0,0,0,0,0,0.0,26,0.038461538461538464,P0005
c6_aggressive_redaction,P0048,T1,0,0,0,0,0,0.0,97,0.010309278350515464,P0005
c6_aggressive_redaction,P0049,T2,0,0,0,0,0,0.0,152,0.006578947368421052,P0006
c6_aggressive_redaction,P0051,T1,0,0,0,0,0,0.0,76,0.013157894736842105,P0008
c6_aggressive_redaction,P0052,T2,0,0,0,0,0,0.0,116,0.008620689655172414,P0006
c6_aggressive_redaction,P0053,T3,0,0,0,0,0,0.0,36,0.027777777777777776,P0112
c6_aggressive_redaction,P0054,T1,0,0,0,0,0,0.0,202,0.0049504950495049506,P0101
c6_aggressive_redaction,P0056,T3,0,0,0,0,0,0.0,102,0.00980392156862745,P0103
c6_aggressive_redaction,P0057,T1,0,0,0,0,0,0.0,12,0.08333333333333333,P0006
c6_aggressive_redaction,P0058,T2,0,0,0,0,0,0.0,66,0.015151515151515152,P0005
c6_aggressive_redaction,P0059,T3,0,0,0,0,0,0.0,52,0.019230769230769232,P0112
c6_aggressive_redaction,P0061,T2,0,0,0,0,0,0.0,98,0.01020408163265306,P0008
c6_aggressive_redaction,P0062,T3,0,0,0,0,0,0.0,73,0.0136986301369863,P0006
c6_aggressive_redaction,P0063,T1,0,0,0,0,0,0.0,35,0.02857142857142857,P0006
c6_aggressive_redaction,P0064,T2,0,0,1,0,1,0.25,8,0.125,P0073
c6_aggressive_redaction,P0066,T1,0,0,0,0,0,0.0,137,0.0072992700729927005,P0005
c6_aggressive_redaction,P0067,T2,0,0,0,0,0,0.0,67,0.014925373134328358,P0005
c6_aggressive_redaction,P0068,T3,0,0,0,0,0,0.0,19,0.05263157894736842,P0005
c6_aggressive_redaction,P0069,T1,0,0,0,0,0,0.0,187,0.0053475935828877,P0005
c6_aggressive_redaction,P0071,T3,0,0,0,0,0,0.0,50,0.02,P0004
c6_aggressive_redaction,P0072,T1,0,0,0,0,0,0.0,152,0.006578947368421052,P0022
c6_aggressive_redaction,P0073,T2,0,0,0,0,0,0.0,66,0.015151515151515152,P0019
c6_aggressive_redaction,P0074,T3,0,0,0,0,0,0.0,47,0.02127659574468085,P0006
c6_aggressive_redaction,P0076,T2,0,0,0,0,0,0.0,108,0.009259259259259259,P0005
c6_aggressive_redaction,P0077,T3,0,0,1,0,1,0.25,10,0.1,P0005
c6_aggressive_redaction,P0078,T1,0,0,0,0,0,0.0,176,0.005681818181818182,P0005
c6_aggressive_redaction,P0079,T2,0,0,0,0,0,0.0,66,0.015151515151515152,P0005
c6_aggressive_redaction,P0081,T1,0,0,0,0,0,0.0,80,0.0125,P0106
c6_aggressive_redaction,P0082,T2,0,0,0,0,0,0.0,67,0.014925373134328358,P0106
c6_aggressive_redaction,P0083,T3,0,0,0,0,0,0.0,51,0.0196078431372549,P0006
c6_aggressive_redaction,P0084,T1,0,0,0,0,0,0.0,50,0.02,P0005
c6_aggressive_redaction,P0086,T3,0,0,0,0,0,0.0,116,0.008620689655172414,P0004
c6_aggressive_redaction,P0087,T1,0,0,0,0,0,0.0,26,0.038461538461538464,P0109
c6_aggressive_redaction,P0088,T2,0,0,0,0,0,0.0,41,0.024390243902439025,P0005
c6_aggressive_redaction,P0089,T3,0,0,0,0,0,0.0,23,0.043478260869565216,P0008
c6_aggressive_redaction,P0091,T2,0,0,0,0,0,0.0,107,0.009345794392523364,P0005
c6_aggressive_redaction,P0092,T3,0,0,0,0,0,0.0,86,0.011627906976744186,P0108
c6_aggressive_redaction,P0093,T1,0,0,0,0,0,0.0,64,0.015625,P0005
c6_aggressive_redaction,P0094,T2,0,0,0,0,0,0.0,75,0.013333333333333334,P0005
c6_aggressive_redaction,P0096,T1,0,0,0,0,0,0.0,21,0.047619047619047616,P0108
c6_aggressive_redaction,P0097,T2,0,0,0,0,0,0.0,120,0.008333333333333333,P0004
c6_aggressive_redaction,P0098,T3,0,0,1,0,1,0.25,9,0.1111111111111111,P0113
c6_aggressive_redaction,P0099,T1,0,0,0,0,0,0.0,106,0.009433962264150943,P0005
c6_aggressive_redaction,P0101,T3,0,0,0,0,0,0.0,151,0.006622516556291391,P0109
c6_aggressive_redaction,P0102,T1,0,0,0,0,0,0.0,89,0.011235955056179775,P0110
c6_aggressive_redaction,P0103,T2,0,0,1,0,1,0.25,10,0.1,P0109
c6_aggressive_redaction,P0104,T3,0,0,0,0,0,0.0,27,0.037037037037037035,P0103
c6_aggressive_redaction,P0106,T2,0,1,1,0,1,0.25,5,0.2,P0004
c6_aggressive_redaction,P0107,T3,0,0,0,0,0,0.0,90,0.011111111111111112,P0004
c6_aggressive_redaction,P0108,T1,0,0,0,0,0,0.0,137,0.0072992700729927005,P0004
c6_aggressive_redaction,P0109,T2,0,0,0,0,0,0.0,16,0.0625,P0004
c6_aggressive_redaction,P0111,T1,0,0,0,0,0,0.0,31,0.03225806451612903,P0006
c6_aggressive_redaction,P0112,T2,0,0,0,0,0,0.0,128,0.0078125,P0005
c6_aggressive_redaction,P0113,T3,0,0,0,0,0,0.0,36,0.027777777777777776,P0005
c6_aggressive_redaction,P0114,T1,0,0,0,0,0,0.0,82,0.012195121951219513,P0008
c6_aggressive_redaction,P0116,T3,0,0,0,0,0,0.0,44,0.022727272727272728,P0103
c6_aggressive_redaction,P0117,T1,0,0,0,0,0,0.0,38,0.02631578947368421,P0114
c6_aggressive_redaction,P0118,T2,0,0,0,0,0,0.0,17,0.058823529411764705,P0103
c6_aggressive_redaction,P0119,T3,0,0,0,0,0,0.0,95,0.010526315789473684,P0114
